gem-location-id,gem-phase-id,country/area,phase-name,project-name,project-name-in-local-language-/-script,other-name(s),capacity-(mw),status,start-year,retired-year,location-accuracy,owner,lat,lng,state/province,operator,installation-type,region,url,owner-name-in-local-language-/-script,operator-name-in-local-language-/-script
L100000900709,G100000900812,Afghanistan,--,Herat wind farm,,,200.0,announced,,,approximate,77 Construction Co,34.3529,62.204,Herat,,Onshore,Asia,https://www.gem.wiki/Herat_wind_farm,,
L100000900959,G100000908161,Afghanistan,1,Iran-Afghanistan wind farm,,,25.0,shelved,,,approximate,,33.7823,60.6459,,,Onshore,Asia,https://www.gem.wiki/Iran-Afghanistan_wind_farm,,
L100000900959,G100000901101,Afghanistan,2,Iran-Afghanistan wind farm,,,25.0,shelved,,,approximate,,33.7823,60.6459,,,Onshore,Asia,https://www.gem.wiki/Iran-Afghanistan_wind_farm,,
L100000909808,G100000912593,Åland Islands,--,Båtskär wind farm,,,14.0,operating,2007,,exact,Leovind Ab,59.9589,19.9543,,,Onshore,Europe,https://www.gem.wiki/Båtskär_wind_farm,,
L100000914431,G100000917884,Åland Islands,--,Långnabba wind farm,,,40.0,operating,2022,,exact,Vind AX AB,60.1368,19.5655,,,Offshore mount unknown,Europe,https://www.gem.wiki/Långnabba_wind_farm,,
L100000919278,G100000923761,Åland Islands,--,Noatun Nord wind farm,,"Noatun Norra, Noatun North",5000.0,announced,,,approximate,Ålandsbanken,60.6241,19.9197,,,Offshore mount unknown,Europe,https://www.gem.wiki/Noatun_Nord_wind_farm,,
L100000919279,G100000923762,Åland Islands,--,Noatun Syd wind farm,,"Noatun South, Noatun Södra",3000.0,announced,,,approximate,Ålandsbanken,60.4256,20.1777,,,Offshore mount unknown,Europe,https://www.gem.wiki/Noatun_Syd_wind_farm,,
L100000911703,G100000914717,Åland Islands,--,Stenarna wind farm,,,20.0,shelved,,,exact,Ålands Vindkraft AB; Ålands; Leovind Ab; Ålands Vindenergi Andelslag (ÅVA),60.1191,19.6843,,,Onshore,Europe,https://www.gem.wiki/Stenarna_wind_farm,,
L100000919280,G100000923763,Åland Islands,--,Stormskär wind farm,,,1725.0,announced,,,approximate,Ilmatar Energy Oy,60.6241,19.9197,,,Offshore mount unknown,Europe,https://www.gem.wiki/Stormskär_wind_farm,,
L100000919281,G100000923764,Åland Islands,--,Väderskär wind farm,,,375.0,announced,,,approximate,Ilmatar Energy Oy,60.6241,19.9197,,,Offshore mount unknown,Europe,https://www.gem.wiki/Väderskär_wind_farm,,
L100000919282,G100000923765,Åland Islands,--,Vågskär wind farm,,,1200.0,announced,,,approximate,Ilmatar Energy Oy,60.6241,19.9197,,,Offshore mount unknown,Europe,https://www.gem.wiki/Vågskär_wind_farm,,
L100000919283,G100000923766,Albania,--,Dropull wind farm,,,50.0,announced,,,approximate,EU Green Energy,39.9406,20.2478,,,Onshore,Europe,https://www.gem.wiki/Dropull_wind_farm,,
L100000915885,G100000919629,Albania,--,Kapshticë wind farm,,,150.0,cancelled,,,approximate,,41.0001,20.0001,,HERA,Onshore,Europe,https://www.gem.wiki/Kapshticë_wind_farm,,
L100000919284,G100000923767,Albania,--,Karaburun Eurus wind farm,,,10.0,cancelled,,,approximate,Eurus Energy,40.4667,19.4845,,,Onshore,Europe,https://www.gem.wiki/Karaburun_Eurus_wind_farm,株式会社ユーラスエナジーホールディングス,
L100000919285,G100000923768,Albania,--,Karaburun WF wind farm,,,10.0,cancelled,,,approximate,WF Energy Ltd,40.4667,19.4845,,,Onshore,Europe,https://www.gem.wiki/Karaburun_WF_wind_farm,,
L100000919286,G100000923769,Albania,1,Karaburun wind farm (Albania),,,10.0,announced,,,approximate,BRD Energy,40.4052,19.4337,,,Offshore mount unknown,Europe,https://www.gem.wiki/Karaburun_wind_farm_(Albania),,
L100000919286,G100000923770,Albania,2,Karaburun wind farm (Albania),,,10.0,announced,,,approximate,GMT Investment,40.4052,19.4337,,,Offshore mount unknown,Europe,https://www.gem.wiki/Karaburun_wind_farm_(Albania),,
L100000919286,G100000923771,Albania,3,Karaburun wind farm (Albania),,,10.0,announced,,,approximate,GRS Energy,40.4052,19.4337,,,Offshore mount unknown,Europe,https://www.gem.wiki/Karaburun_wind_farm_(Albania),,
L100000919286,G100000923772,Albania,4,Karaburun wind farm (Albania),,,10.0,announced,,,approximate,MGN Energy,40.4052,19.4337,,,Offshore mount unknown,Europe,https://www.gem.wiki/Karaburun_wind_farm_(Albania),,
L100000919286,G100000923773,Albania,5,Karaburun wind farm (Albania),,,10.0,announced,,,approximate,ORT Investment,40.4052,19.4337,,,Offshore mount unknown,Europe,https://www.gem.wiki/Karaburun_wind_farm_(Albania),,
L100000914221,G100000917630,Albania,--,Kavaje wind farm,,,40.0,cancelled,,,approximate,,41.0,20.0,,ERS-08,Onshore,Europe,https://www.gem.wiki/Kavaje_wind_farm,,
L100000913899,G100000917256,Albania,--,Kurbin wind farm,,,36.0,cancelled,,,approximate,,41.6392,19.7102,,,Onshore,Europe,https://www.gem.wiki/Kurbin_wind_farm,,
L100000916019,G100000919784,Albania,--,Lezhe wind farm,,,230.0,cancelled,,,approximate,,41.0,20.0,,Biopower Green Energy,Onshore,Europe,https://www.gem.wiki/Lezhe_wind_farm,,
L100000919287,G100000923774,Albania,BPGE1,Lezhë wind farm,,Lezha wind farm,114.0,construction,,,approximate,Biopower Green Energy; Marseglia Group SpA,41.7906,19.6444,,,Onshore,Europe,https://www.gem.wiki/Lezhë_wind_farm,,
L100000919287,G100000923775,Albania,BPGE2,Lezhë wind farm,,Lezha wind farm,120.0,construction,,,approximate,Biopower Green Energy; Marseglia Group SpA,41.7906,19.6444,,,Onshore,Europe,https://www.gem.wiki/Lezhë_wind_farm,,
L100000915447,G100000919105,Albania,--,Markat wind farm,,,72.0,cancelled,,,approximate,,41.0,20.0,,E-Vento,Onshore,Europe,https://www.gem.wiki/Markat_wind_farm,,
L100000900124,G100000900162,Algeria,--,Kabertene wind farm,"مدينة أدرار, مزرعة رياح كبيرت",Kabartene wind farm,10.0,operating,2014,,exact,Shariket Kahraba wa Taket Moutadjadida SPA (SKTM),28.4624,-0.0576,Adrar,Sonelgaz,Onshore,Africa,https://www.gem.wiki/Kabertene_wind_farm,شركة الكهرباء و الطاقات المتجددة,سونلغاز
L100000900137,G100000900178,Algeria,--,Khenchela wind farm,مزرعة رياح خنشلة,,20.0,cancelled,,,approximate,,35.1689,7.1055,,,Onshore,Africa,https://www.gem.wiki/Khenchela_wind_farm,,
L100000916594,G100000920620,Algeria,--,Timimoun wind farm,,Timimoun Sktm,50.0,cancelled,,,approximate,Shariket Kahraba wa Taket Moutadjadida SPA (SKTM),29.2356,0.4569,,,Unknown,Africa,https://www.gem.wiki/Timimoun_wind_farm,شركة الكهرباء و الطاقات المتجددة,
L100000906625,G100000908933,American Samoa,1,A'Asu Wind One Power Project,,,42.0,shelved,,,approximate,Renova Inc ; Green Global Solutions,-14.3105,-170.769,American Samoa,Green Global Solutions,Onshore,Oceania,https://www.gem.wiki/A'Asu_Wind_One_Power_Project,,
L100000916595,G100000920621,Angola,--,Benjamin wind farm,,,52.0,pre-construction,2028,,exact,,-13.3341,14.8213,Benguela Province,,Onshore,Africa,https://www.gem.wiki/Benjamin_wind_farm,,
L100000916596,G100000920622,Angola,--,Cacula wind farm,,,88.0,pre-construction,2029,,exact,,-14.29,14.2574,Huíla Province,,Onshore,Africa,https://www.gem.wiki/Cacula_wind_farm,,
L100000916597,G100000920623,Angola,--,Calenga wind farm,,,84.0,shelved,,,exact,,-12.954,15.4423,Huambo Province,,Onshore,Africa,https://www.gem.wiki/Calenga_wind_farm,,
L100000916598,G100000920624,Angola,--,Chibia wind farm,,,48.0,pre-construction,2030,,exact,,-15.5324,13.7108,Huíla Province,,Onshore,Africa,https://www.gem.wiki/Chibia_wind_farm,,
L100000900138,G100000900179,Angola,--,Cuanza Norte wind farm,,,40.0,cancelled,,,approximate,,-8.4119,15.4856,Cuanza Norte,,Onshore,Africa,https://www.gem.wiki/Cuanza_Norte_wind_farm,,
L100000916599,G100000920625,Angola,--,Gastão wind farm,,,30.0,shelved,,,exact,,-8.5209,15.4241,Cuanza Norte Province,,Onshore,Africa,https://www.gem.wiki/Gastão_wind_farm,,
L100000900130,G100000900170,Angola,1,Kiwaba Nzoji wind farm,,,62.0,pre-construction,2033,,exact,V&V Rending SA,-8.9409,16.4722,Malanje,,Onshore,Africa,https://www.gem.wiki/Kiwaba_Nzoji_wind_farm,,
L100000900130,G100000920626,Angola,2,Kiwaba Nzoji wind farm,,,42.0,pre-construction,2034,,exact,V&V Rending SA,-8.9297,16.4863,Malanje Province,,Onshore,Africa,https://www.gem.wiki/Kiwaba_Nzoji_wind_farm,,
L100000900139,G100000900180,Angola,--,Lubango wind farm,,,40.0,announced,,,approximate,,-14.8815,13.433,Huíla,,Onshore,Africa,https://www.gem.wiki/Lubango_wind_farm,,
L100001018551,G100001020746,Angola,--,Morro do Ouro wind farm,,,50.0,operating,2014,,approximate,,-15.2198,12.7258,Namibe,,Onshore,Africa,https://www.gem.wiki/Morro_do_Ouro_wind_farm,,
L100000916600,G100000920627,Angola,1,Mussende wind farm,,,36.0,pre-construction,2035,,exact,,-10.4221,16.0764,Cuanza Sul Province,,Onshore,Africa,https://www.gem.wiki/Mussende_wind_farm,,
L100000916600,G100000920628,Angola,2,Mussende wind farm,,,44.0,pre-construction,2036,,exact,,-10.4941,16.1064,Cuanza Sul Province,,Onshore,Africa,https://www.gem.wiki/Mussende_wind_farm,,
L100000916601,G100000920629,Angola,--,Nharea wind farm,,,36.0,pre-construction,2036,,exact,,-11.2325,16.994,Bié Province,,Onshore,Africa,https://www.gem.wiki/Nharea_wind_farm,,
L100000916602,G100000920630,Angola,--,Pambo de Sonhe wind farm,,,40.0,pre-construction,,,exact,,-8.4992,15.423,Cuanza Norte Province,,Onshore,Africa,https://www.gem.wiki/Pambo_de_Sonhe_wind_farm,,
L100000900081,G100001020743,Angola,Initial phase,Tombwa wind farm,,,20.0,announced,,,exact,,-15.8333,11.8333,Namibe Province,,Unknown,Africa,https://www.gem.wiki/Tombwa_wind_farm,,
L100000916603,G100000920631,Angola,--,Tundavala wind farm,,,40.0,pre-construction,,,exact,,-14.811,13.4114,Huíla Province,,Onshore,Africa,https://www.gem.wiki/Tundavala_wind_farm,,
L100000905061,G100000906341,Argentina,1,Achiras wind farm,Parque Eólico Achiras,Budweiser (Phase 2),48.0,operating,2018,,exact,Central Puerto SA,-33.2114,-65.089,San Luis,Central Puerto,Onshore,Americas,https://www.gem.wiki/Achiras_wind_farm,,
L100000905061,G100000906342,Argentina,2,Achiras wind farm,Parque Eólico Achiras,Budweiser (Phase 2),80.0,operating,2021,,exact,Central Puerto SA,-33.2406,-65.026,Córdoba,Central Puerto,Onshore,Americas,https://www.gem.wiki/Achiras_wind_farm,,
L100000904991,G100000906188,Argentina,1,Aluar El Llano wind farm,Parque Eólico Aluar El Llano,"Llano, Aluar",50.0,operating,2019,,exact,Aluar,-42.6246,-65.2781,Chubut Province,Aluar,Onshore,Americas,https://www.gem.wiki/Aluar_El_Llano_wind_farm,,
L100000904991,G100000906189,Argentina,2,Aluar El Llano wind farm,Parque Eólico Aluar El Llano,"Llano, Aluar",61.0,operating,2019,,exact,Aluar,-42.6246,-65.2781,Chubut Province,Aluar,Onshore,Americas,https://www.gem.wiki/Aluar_El_Llano_wind_farm,,
L100000904991,G100000906190,Argentina,3,Aluar El Llano wind farm,Parque Eólico Aluar El Llano,"Llano, Aluar",53.0,operating,2020,,exact,Aluar,-42.6246,-65.2781,Chubut Province,Aluar,Onshore,Americas,https://www.gem.wiki/Aluar_El_Llano_wind_farm,,
L100000904991,G100000920235,Argentina,4,Aluar El Llano wind farm,Parque Eólico Aluar El Llano,"Llano, Aluar",81.0,operating,2024,,approximate,Aluar,-42.6246,-65.2781,Chubut Province,Aluar,Onshore,Americas,https://www.gem.wiki/Aluar_El_Llano_wind_farm,,
L100000905470,G100000907444,Argentina,--,Antonio Moran wind farm,Parque Eólico Antonio Moran,,18.0,operating,2000,,exact,Sociedad Cooperativa Popular Limitada (SCPL),-45.8502,-67.5976,Chubut Province,Sociedad Cooperativa Popular Limitada (SCPL),Onshore,Americas,https://www.gem.wiki/Antonio_Moran_wind_farm,,
L100000905366,G100000926808,Argentina,1.1,Arauco wind farm,Parque Eólico Arauco,PEA,25.0,operating,2009,,exact,Parque Eólico Arauco SAPEM,-28.6977,-66.7579,La Rioja,,Onshore,Americas,https://www.gem.wiki/Arauco_wind_farm,,
L100000905366,G100000926809,Argentina,1.2,Arauco wind farm,Parque Eólico Arauco,PEA,25.0,operating,2009,,exact,Parque Eólico Arauco SAPEM,-28.6977,-66.7579,La Rioja,,Onshore,Americas,https://www.gem.wiki/Arauco_wind_farm,,
L100000905366,G100000926812,Argentina,2,Arauco wind farm,Parque Eólico Arauco,PEA,99.8,operating,2017,,approximate,Pampa Energia SA,-28.7333,-66.7427,,,Onshore,Americas,https://www.gem.wiki/Arauco_wind_farm,,
L100000905366,G100000926811,Argentina,3.1,Arauco wind farm,Parque Eólico Arauco,PEA,67.5,operating,2023,,exact,Parque Eólico Arauco SAPEM,-28.7333,-66.7427,La Rioja,,Onshore,Americas,https://www.gem.wiki/Arauco_wind_farm,,
L100000905366,G100000926810,Argentina,3.2,Arauco wind farm,Parque Eólico Arauco,PEA,35.5,construction,2025,,exact,Parque Eólico Arauco SAPEM,-28.715,-66.7449,La Rioja,,Onshore,Americas,https://www.gem.wiki/Arauco_wind_farm,,
L100000905366,G100000926813,Argentina,4,Arauco wind farm,Parque Eólico Arauco,PEA,100.0,announced,,,approximate,Pampa Energia SA,-28.7333,-66.7427,,Pampa Energia,Onshore,Americas,https://www.gem.wiki/Arauco_wind_farm,,
L100000905255,G100000906924,Argentina,--,Auquinco wind farm,Parque Eólico Auquinco,,56.0,cancelled,,,approximate,Sisma Energia; Ente Provincial de Energia del Neuquen (EPEN),-40.2034,-71.0529,Neuquén,Ente Provincial de Energia del Neuquen (EPEN),Onshore,Americas,https://www.gem.wiki/Auquinco_wind_farm,,
L100000921747,G100000926815,Argentina,2,Bahía Blanca wind farm,Parque Eólico Bahía Blanca,,102.8,pre-construction,,,approximate,Pampa Energia SA,-38.7263,-62.2622,,Pampa Energia,Onshore,Americas,https://www.gem.wiki/Bahía_Blanca_wind_farm,,
L100000921747,G100000926816,Argentina,3,Bahía Blanca wind farm,Parque Eólico Bahía Blanca,,102.8,pre-construction,,,approximate,Pampa Energia SA,-38.7263,-62.2622,,Pampa Energia,Onshore,Americas,https://www.gem.wiki/Bahía_Blanca_wind_farm,,
L100000905447,G100000907347,Argentina,1,Bicentenario wind farm,Parque Eólico Bicentenario,,101.0,operating,2019,,exact,Petroquimica Comodoro Rivadavia SA (PCR),-47.2995,-66.9931,Santa Cruz,Petroquimica Comodoro Rivadavia SA (PCR),Onshore,Americas,https://www.gem.wiki/Bicentenario_wind_farm,,
L100000905447,G100000907348,Argentina,2,Bicentenario wind farm,Parque Eólico Bicentenario,,25.0,operating,2019,,approximate,Petroquimica Comodoro Rivadavia SA (PCR),-47.2995,-66.9931,Santa Cruz,Petroquimica Comodoro Rivadavia SA (PCR),Onshore,Americas,https://www.gem.wiki/Bicentenario_wind_farm,,
L100000916400,G100000920236,Argentina,--,Buena Ventura wind farm,Parque Eólico Buena Ventura,,103.0,operating,2023,,exact,Tenaris SA,-38.0867,-60.1372,Buenos Aires,,Onshore,Americas,https://www.gem.wiki/Buena_Ventura_wind_farm,,
L100000905533,G100000907608,Argentina,--,Canadon Leon wind farm,Parque Eólico Canadon Leon,Cañadon Leon,122.0,operating,2021,,exact,YPF Energía Eléctrica SA,-46.5925,-67.6486,Santa Cruz Province,YPF Energía Eléctrica,Onshore,Americas,https://www.gem.wiki/Canadon_Leon_wind_farm,,
L100001019619,G100001022224,Argentina,--,Casa wind farm (Argentina),,Pecasa,63.0,construction,2026,,approximate,YPF Luz SA,-36.765,-60.3319,Buenos Aires,,Onshore,Americas,https://www.gem.wiki/Casa_wind_farm_(Argentina),,
L100000905258,G100000906927,Argentina,--,Cerro Alto wind farm,Parque Eólico Cerro Alto,,50.0,cancelled,,,approximate,Envision Energy,-41.0769,-71.1658,Río Negro,Envision Energy,Onshore,Americas,https://www.gem.wiki/Cerro_Alto_wind_farm,,
L100000916401,G100000920237,Argentina,--,Cerro Senillosa wind farm,Parque Eólico Cerro Senillosa,,100.0,cancelled,,,approximate,Agencia de Inversiones del Neuquen,-38.867,-68.2053,,Agencia de Inversiones del Neuquen,Onshore,Americas,https://www.gem.wiki/Cerro_Senillosa_wind_farm,,
L100000905292,G100000907008,Argentina,1,Chubut Norte wind farm,Parque Eólico Chubut Norte,,29.0,operating,2019,,exact,Genneia SA,-42.5858,-65.1584,Chubut Province,Genneia,Onshore,Americas,https://www.gem.wiki/Chubut_Norte_wind_farm,,
L100000905292,G100000907009,Argentina,2,Chubut Norte wind farm,Parque Eólico Chubut Norte,,26.0,operating,2021,,exact,Genneia SA,-42.5858,-65.1584,Chubut Province,Genneia,Onshore,Americas,https://www.gem.wiki/Chubut_Norte_wind_farm,,
L100000905292,G100000907010,Argentina,3,Chubut Norte wind farm,Parque Eólico Chubut Norte,,58.0,operating,2021,,exact,Genneia SA,-42.5858,-65.1584,Chubut Province,Genneia,Onshore,Americas,https://www.gem.wiki/Chubut_Norte_wind_farm,,
L100000905292,G100000907011,Argentina,4,Chubut Norte wind farm,Parque Eólico Chubut Norte,,83.0,operating,2021,,exact,Genneia SA,-42.5858,-65.1584,Chubut Province,Genneia,Onshore,Americas,https://www.gem.wiki/Chubut_Norte_wind_farm,,
L100000905428,G100000907290,Argentina,--,Corti wind farm,Parque Eólico Corti,Ingeniero Mario Cebreiro,100.0,operating,2018,,exact,Pampa Energia SA,-38.6697,-62.0382,Buenos Aires,Pampa Energia,Onshore,Americas,https://www.gem.wiki/Corti_wind_farm,,
L100000905332,G100000907062,Argentina,2,Diadema wind farm,Parque Eólico Diadema,,28.0,operating,2019,,exact,Hychico,-45.7506,-67.6634,Chubut Province,Hychico,Onshore,Americas,https://www.gem.wiki/Diadema_wind_farm,,
L100000905559,G100000907638,Argentina,--,Dolavon wind farm,Parque Eólico Dolavon,,100.0,cancelled,,,approximate,Agencia Provincial de Promocion de Energias Renovables del Gobierno de Chubut; Emgasud SA,-43.3081,-65.7106,Chubut Province,,Onshore,Americas,https://www.gem.wiki/Dolavon_wind_farm,,
L100000905086,G100000906452,Argentina,--,El Angelito wind farm,Parque Eólico El Angelito,,200.0,cancelled,,,approximate,Chinese Government,-43.1212,-68.7196,Chubut Province,Chinese Government,Onshore,Americas,https://www.gem.wiki/El_Angelito_wind_farm,,
L100000905085,G100000906450,Argentina,1,El Sosneado wind farm,Parque Eólico El Sosneado,,50.0,cancelled,,,approximate,China Shipbuilding Industry Corp,-35.0785,-69.5779,Mendoza,China Shipbuilding Industry,Onshore,Americas,https://www.gem.wiki/El_Sosneado_wind_farm,中国船舶重工集团有限公司,中国船舶重工集团有限公司
L100000905085,G100000906451,Argentina,2,El Sosneado wind farm,Parque Eólico El Sosneado,,50.0,cancelled,,,approximate,China Shipbuilding Industry Corp,-35.0785,-69.5779,Mendoza,China Shipbuilding Industry,Onshore,Americas,https://www.gem.wiki/El_Sosneado_wind_farm,中国船舶重工集团有限公司,中国船舶重工集团有限公司
L100000905164,G100000906721,Argentina,1,Energetica I wind farm,Parque Eólico Energetica I,,80.0,operating,,,exact,Eipor SA,-38.3608,-62.2228,Buenos Aires,Eipor,Onshore,Americas,https://www.gem.wiki/Energetica_I_wind_farm,,
L100000905164,G100000906722,Argentina,2,Energetica I wind farm,Parque Eólico Energetica I,,20.0,operating,,,exact,Eipor SA,-38.3188,-62.2811,Buenos Aires,Eipor,Onshore,Americas,https://www.gem.wiki/Energetica_I_wind_farm,,
L100000905431,G100000907295,Argentina,--,Garayalde wind farm,Parque Eólico Garayalde,,24.0,operating,2018,,exact,3 Gal SA ; Pan American Energy SL,-44.5554,-66.4812,Chubut Province,Pan American Energy,Onshore,Americas,https://www.gem.wiki/Garayalde_wind_farm,,
L100000905259,G100000906928,Argentina,--,Garcia Del Rio wind farm,Parque Eólico Garcia del Rio,,10.0,operating,2019,,exact,Envision Energy,-38.4061,-62.259,Buenos Aires,Envision Energy,Onshore,Americas,https://www.gem.wiki/Garcia_Del_Rio_wind_farm,,
L100000905565,G100000907647,Argentina,--,Gastre wind farm,Parque Eólico Gastre,,1350.0,cancelled,,,approximate,Grupo Garfunkel; Beijing Construction Engineering Group International (BCEGI),-42.2632,-69.222,Chubut Province,,Onshore,Americas,https://www.gem.wiki/Gastre_wind_farm,,
L100000921748,G100000926817,Argentina,--,General Levalle wind farm,Parque Eólico General Levalle,,155.0,operating,2024,,exact,YPF Energía Eléctrica SA,-34.0333,-63.919,Córdoba,YPF Energía Eléctrica,Onshore,Americas,https://www.gem.wiki/General_Levalle_wind_farm,,
L100000905356,G100000907148,Argentina,1,Koluel Kayke wind farm,Parque Eólico Koluel Kayke,,50.0,cancelled,,,approximate,IMPSA (Industrias Metalúrgicas Pescarmona SAIC y F),-40.7372,-64.9581,Santa Cruz,IMPSA (Industrias Metalúrgicas Pescarmona SAIC y F),Onshore,Americas,https://www.gem.wiki/Koluel_Kayke_wind_farm,,
L100000905356,G100000907149,Argentina,2,Koluel Kayke wind farm,Parque Eólico Koluel Kayke,,24.0,cancelled,,,approximate,IMPSA (Industrias Metalúrgicas Pescarmona SAIC y F),-40.7372,-64.9581,Santa Cruz,IMPSA (Industrias Metalúrgicas Pescarmona SAIC y F),Onshore,Americas,https://www.gem.wiki/Koluel_Kayke_wind_farm,,
L100000905303,G100000907026,Argentina,--,Kosten wind farm,Parque Eólico Kosten,,24.0,operating,2021,,exact,Grenergy,-45.8092,-68.0574,Chubut Province,Grenergy,Onshore,Americas,https://www.gem.wiki/Kosten_wind_farm,,
L100000905320,G100000907049,Argentina,--,La Banderita wind farm,Parque Eólico La Banderita,,40.0,operating,2019,,exact,Grupo Frali,-37.4901,-64.745,La Pampa,Grupo Frali,Onshore,Americas,https://www.gem.wiki/La_Banderita_wind_farm,,
L100000905062,G100000906343,Argentina,1,La Castellana wind farm,Parque Eólico La Castellana,Bahía Blanca,99.0,operating,2018,,exact,Central Puerto SA,-38.617,-62.7604,Buenos Aires,Central Puerto,Onshore,Americas,https://www.gem.wiki/La_Castellana_wind_farm,,
L100000905062,G100000906344,Argentina,2,La Castellana wind farm,Parque Eólico La Castellana,Bahía Blanca,15.0,operating,2019,,approximate,Central Puerto SA,-38.6231,-62.7638,Buenos Aires,Central Puerto,Onshore,Americas,https://www.gem.wiki/La_Castellana_wind_farm,,
L100000916403,G100000926818,Argentina,1,La Elbita wind farm,Parque Eólico La Elbita,,103.5,operating,2024,,exact,Genneia SA,-37.7147,-59.0216,Buenos Aires,Genneia,Onshore,Americas,https://www.gem.wiki/La_Elbita_wind_farm,,
L100000916403,G100000926819,Argentina,2,La Elbita wind farm,Parque Eólico La Elbita,,58.5,operating,2024,,exact,Genneia SA,-37.7147,-59.0216,Buenos Aires,Genneia,Onshore,Americas,https://www.gem.wiki/La_Elbita_wind_farm,,
L100000905063,G100000906345,Argentina,1,La Genoveva wind farm,Parque Eólico La Genoveva,,87.0,operating,2020,,exact,Central Puerto SA,-38.5759,-61.9221,Buenos Aires,Central Puerto,Onshore,Americas,https://www.gem.wiki/La_Genoveva_wind_farm,,
L100000905063,G100000906349,Argentina,2,La Genoveva wind farm,Parque Eólico La Genoveva,,42.0,operating,2019,,exact,Central Puerto SA,-38.5759,-61.9221,Buenos Aires,Central Puerto,Onshore,Americas,https://www.gem.wiki/La_Genoveva_wind_farm,,
L100000905379,G100000907190,Argentina,1,Loma Blanca wind farm,Parque Eólico Loma Blanca,,51.0,operating,,,exact,Isolux LLC,-43.0136,-65.1299,Chubut Province,Isolux,Onshore,Americas,https://www.gem.wiki/Loma_Blanca_wind_farm,,
L100000905379,G100000907191,Argentina,2,Loma Blanca wind farm,Parque Eólico Loma Blanca,,51.0,operating,2020,,exact,Isolux LLC,-43.0212,-65.2102,Chubut Province,Isolux,Onshore,Americas,https://www.gem.wiki/Loma_Blanca_wind_farm,,
L100000905379,G100000907192,Argentina,3,Loma Blanca wind farm,Parque Eólico Loma Blanca,,51.0,operating,,,exact,Isolux LLC,-43.0494,-65.164,Chubut Province,Isolux,Onshore,Americas,https://www.gem.wiki/Loma_Blanca_wind_farm,,
L100000905379,G100000920242,Argentina,4,Loma Blanca wind farm,Parque Eólico Loma Blanca,,51.0,operating,,,exact,Isolux LLC,-43.1292,-65.2576,Chubut Province,Isolux,Onshore,Americas,https://www.gem.wiki/Loma_Blanca_wind_farm,,
L100000905379,G100000907193,Argentina,5,Loma Blanca wind farm,Parque Eólico Loma Blanca,,100.0,cancelled,,,exact,Isolux LLC,-43.1667,-65.3333,Chubut Province,Isolux,Onshore,Americas,https://www.gem.wiki/Loma_Blanca_wind_farm,,
L100000905379,G100000907194,Argentina,6,Loma Blanca wind farm,Parque Eólico Loma Blanca,,100.0,operating,2021,,exact,Isolux LLC,-42.9167,-65.3333,Chubut Province,Isolux,Onshore,Americas,https://www.gem.wiki/Loma_Blanca_wind_farm,,
L100000905494,G100000907500,Argentina,--,Los Hercules wind farm,Parque Eólico Los Hercules,,97.0,operating,2021,,exact,Mitsui & Co Ltd ; Total Eren SA,-46.6343,-68.3925,Santa Cruz Province,Total Eren,Onshore,Americas,https://www.gem.wiki/Los_Hercules_wind_farm,三井物産株式会社,
L100000905260,G100000906929,Argentina,--,Los Meandros wind farm,Parque Eólico Los Meandros,,125.0,cancelled,,,exact,Envision Energy,-38.8577,-68.8863,Neuquén Province,Envision Energy,Onshore,Americas,https://www.gem.wiki/Los_Meandros_wind_farm,,
L100000905064,G100000906346,Argentina,--,Los Olivos wind farm,Parque Eólico Los Olivos,,23.0,operating,2020,,approximate,Central Puerto SA,-33.2106,-65.089,Córdoba,Central Puerto,Onshore,Americas,https://www.gem.wiki/Los_Olivos_wind_farm,,
L100000904978,G100000906167,Argentina,--,Los Pocitos wind farm,Parque Eólico Los Pocitos,,75.0,cancelled,,,approximate,Agencia de Inversiones del Neuquen,-38.7977,-70.0053,Neuquén,Agencia de Inversiones del Neuquen,Onshore,Americas,https://www.gem.wiki/Los_Pocitos_wind_farm,,
L100000905534,G100000907609,Argentina,1,Los Teros wind farm,Parque Eólico Los Teros,,123.0,operating,2020,,exact,YPF Energía Eléctrica SA,-37.143,-59.7715,Buenos Aires,YPF Energía Eléctrica,Onshore,Americas,https://www.gem.wiki/Los_Teros_wind_farm,,
L100000905534,G100000907610,Argentina,2,Los Teros wind farm,Parque Eólico Los Teros,,52.0,operating,2021,,exact,YPF Energía Eléctrica SA,-37.0998,-59.8368,Buenos Aires,YPF Energía Eléctrica,Onshore,Americas,https://www.gem.wiki/Los_Teros_wind_farm,,
L100000905293,G100000907012,Argentina,--,Madryn Oeste wind farm,Parque Eólico Madryn Oeste,,20.0,cancelled,,,approximate,Genneia SA,-42.7683,-65.0959,Chubut Province,Genneia,Onshore,Americas,https://www.gem.wiki/Madryn_Oeste_wind_farm,,
L100000905493,G100000907499,Argentina,1,Malaspina wind farm,Parque Eólico Malaspina,,50.0,operating,2020,,exact,Total Eren SA,-44.9804,-67.056,Chubut Province,Total Eren,Onshore,Americas,https://www.gem.wiki/Malaspina_wind_farm,,
L100000905535,G100000907611,Argentina,1,Manantiales Behr wind farm,Parque Eólico Manantiales Behr,,50.0,operating,2018,,exact,YPF Energía Eléctrica SA,-45.6749,-67.7891,Chubut Province,YPF Energía Eléctrica,Onshore,Americas,https://www.gem.wiki/Manantiales_Behr_wind_farm,,
