gem-location-id,gem-phase-id,country/area,phase-name,project-name,project-name-in-local-language-/-script,other-name(s),capacity-(mw),status,start-year,retired-year,location-accuracy,owner,lat,lng,state/province,operator,installation-type,region,url,owner-name-in-local-language-/-script,operator-name-in-local-language-/-script
L100000922438,G100000927986,China,--,"Guangxi Baise ""Source/Grid/Load/Storage"" wind and solar farm wind farm",百色250万千瓦“源网荷储”一体化基地项目及2万吨锂电级PVDF项目,,1500.0,announced,,,approximate,China Longyuan Power Group Corp Ltd,23.573,107.148,Guangxi,,Onshore,Asia,"https://www.gem.wiki/Guangxi_Baise_""Source/Grid/Load/Storage""_wind_and_solar_farm_wind_farm",龙源电力集团股份有限公司,
L100000917413,G100000921595,China,--,Guangxi Baise Pingguo Haicheng wind farm,广西华电百色平果海城70.4兆瓦风电项目,,70.0,operating,2022,,approximate,Huadian New Energy Group Co Ltd,23.6518,107.5036,Guangxi,Pingguo Huadian Fuxin Wind Power,Onshore,Asia,https://www.gem.wiki/Guangxi_Baise_Pingguo_Haicheng_wind_farm,华电新能源集团股份有限公司,平果华电福新风力发电有限公司
L100000917414,G100000921596,China,--,Guangxi Baise Tiandong Potang wind farm,京能广西百色市田东坡塘76MW风电场,,76.0,pre-construction,,,approximate,Beijing Jingneng Clean Energy Co Ltd,23.392,107.2891,Guangxi,,Onshore,Asia,https://www.gem.wiki/Guangxi_Baise_Tiandong_Potang_wind_farm,北京京能清洁能源电力股份有限公司,
L100001003885,G100001004471,China,--,Guangxi Baise Tianyang Gufeng wind farm,广西百色田阳区谷丰60MW风电项目,,60.0,pre-construction,,,approximate,,23.919,107.032,Guangxi,Beijing International New Energy,Onshore,Asia,https://www.gem.wiki/Guangxi_Baise_Tianyang_Gufeng_wind_farm,,北京京能国际新能源有限公司
L100001003884,G100001004470,China,--,Guangxi Baise Tianyang Nadong wind farm,广西百色田阳区那东90MW风电项目,,90.0,pre-construction,,,approximate,,23.6393,106.5222,Guangxi,Beijing International New Energy,Onshore,Asia,https://www.gem.wiki/Guangxi_Baise_Tianyang_Nadong_wind_farm,,北京京能国际新能源有限公司
L100000917415,G100000921597,China,--,Guangxi Bama Nongshen wind farm,巴马弄神风电项目,,50.0,pre-construction,,,approximate,GD POWER Development Co Ltd,24.1477,107.2593,Guangxi,Guodian Power Guangxi Wind Power Development,Onshore,Asia,https://www.gem.wiki/Guangxi_Bama_Nongshen_wind_farm,国电电力发展股份有限公司,国电电力广西风电开发有限公司
L100000917416,G100000921598,China,--,Guangxi Beihai Hepu wind farm,北海闸口风电场项目,,70.0,shelved,,,approximate,CHAMPION GOAL INVESTMENTS LIMITED,21.6668,109.2087,Guangxi,Xinyi Energy Investment (Suzhou),Onshore,Asia,https://www.gem.wiki/Guangxi_Beihai_Hepu_wind_farm,祥高投资有限公司,信义能源投资（苏州）有限公司
L100000903324,G100000904093,China,--,Guangxi Beiliu Darongshan wind farm,广西玉林大容山风电场,,26.0,operating,2012,,exact,,22.868,110.2316,Guangxi,Guodian Youneng Yulin Windpower,Onshore,Asia,https://www.gem.wiki/Guangxi_Beiliu_Darongshan_wind_farm,,国电优能玉林风电有限公司
L100000917417,G100000921599,China,--,Guangxi Beiliu Qingwan wind farm,清湾风电场工程,,36.0,cancelled,,,approximate,Envision Energy Co Ltd,22.3833,110.529,Guangxi,,Onshore,Asia,https://www.gem.wiki/Guangxi_Beiliu_Qingwan_wind_farm,远景能源有限公司,
L100000919173,G100000923634,China,--,Guangxi Binyang (Zhongnan Power) wind farm,中南电力宾阳200兆瓦风电场,,200.0,construction,,,approximate,,22.9792,108.9924,Guangxi,Binyang County Zhongnan Power Energy,Onshore,Asia,https://www.gem.wiki/Guangxi_Binyang_(Zhongnan_Power)_wind_farm,,宾阳县中南电力能源有限公司
L100000919174,G100000923635,China,--,Guangxi Binyang Chenping wind farm,广西宾阳陈平76MW风电项目,,76.0,construction,,,exact,,23.0267,108.7573,Guangxi,Longyuan Power Guangxi Longyuan Binyang Wind Power Generation,Onshore,Asia,https://www.gem.wiki/Guangxi_Binyang_Chenping_wind_farm,,龙源电力广西龙源宾阳风力发电有限公司
L100000917418,G100000921600,China,--,Guangxi Binyang Gaoshanling Distributed wind farm,宾阳高山岭分布式风电场,,30.0,operating,,,approximate,Guangxi Huifeng Wind Power Generation Co Ltd,22.9787,108.9943,Guangxi,Guangxi Huifeng Wind Power Generation,Onshore,Asia,https://www.gem.wiki/Guangxi_Binyang_Gaoshanling_Distributed_wind_farm,广西汇风风力发电有限公司,广西汇风风力发电有限公司
L100000917419,G100000921601,China,1,Guangxi Binyang Litang wind farm,广西宾阳黎塘200MW风电项目（一期小圣山100MW）,,100.0,construction,,,approximate,Mingyang Smart Energy Group Co Ltd ; Shanghai Huancheng New Energy Co Ltd,23.2024,109.1317,Guangxi,Guangxi Nanning Huantai New Energy,Onshore,Asia,https://www.gem.wiki/Guangxi_Binyang_Litang_wind_farm,上海寰程新能源有限公司; 明阳智慧能源集团股份公司,广西南宁市寰泰新能源有限公司
L100000903311,G100000904071,China,1,Guangxi Binyang Mawang wind farm,广西宾阳马王风电场,,100.0,operating,2020,,approximate,,24.0001,109.0001,Guangxi,Guangxi Datang Guiguan New Energy,Onshore,Asia,https://www.gem.wiki/Guangxi_Binyang_Mawang_wind_farm,,广西大唐桂冠东兰新能源有限公司
L100000903311,G100000904072,China,2,Guangxi Binyang Mawang wind farm,广西宾阳马王风电场二期,,100.0,operating,2021,,approximate,,24.0001,109.0001,Guangxi,Guangxi Datang Guiguan New Energy,Onshore,Asia,https://www.gem.wiki/Guangxi_Binyang_Mawang_wind_farm,,广西大唐桂冠东兰新能源有限公司
L100000903311,G100000904073,China,3,Guangxi Binyang Mawang wind farm,广西宾阳马王风电场三期,,100.0,construction,,,approximate,,24.0001,109.0001,Guangxi,Guangxi Datang Guiguan New Energy,Onshore,Asia,https://www.gem.wiki/Guangxi_Binyang_Mawang_wind_farm,,广西大唐桂冠东兰新能源有限公司
L100000903312,G100000904074,China,--,Guangxi Binyang Shuangqiao wind farm,广西宾阳双桥风电场,,50.0,operating,2020,,approximate,State Power Investment Group CO LTDEngineering Co,24.0001,109.0001,Guangxi,,Onshore,Asia,https://www.gem.wiki/Guangxi_Binyang_Shuangqiao_wind_farm,国家电力投资集团有限公司工程公司,
L100000904536,G100000905597,China,--,Guangxi Bobai Langping wind farm,中节能博白浪平风电场,,80.0,construction,,,exact,China Energy Conservation and Environmental Protection Group Wind Power Co Ltd,22.335,109.9583,Guangxi,China Energy Conservation and Environmental Protection Group Wind Power (Guangxi),Onshore,Asia,https://www.gem.wiki/Guangxi_Bobai_Langping_wind_farm,中节能风力发电股份有限公司,中节能风力发电（广西）有限公司
L100000903319,G100000904085,China,1,Guangxi Bobai Maziling wind farm,广西博白马子岭风电场,,50.0,operating,2018,,approximate,,24.0001,109.0001,Guangxi,Guangxi Huaye New Energy,Onshore,Asia,https://www.gem.wiki/Guangxi_Bobai_Maziling_wind_farm,,广西华业新能源有限公司
L100000903319,G100000921602,China,3,Guangxi Bobai Maziling wind farm,马子岭风电场三期工程,,50.0,cancelled,,,approximate,Guangxi Huaye Intelligent Technology Co Ltd,22.2722,109.9776,Guangxi,Guangxi Huaye New Energy,Onshore,Asia,https://www.gem.wiki/Guangxi_Bobai_Maziling_wind_farm,广西华业智能科技集团有限公司,广西华业新能源有限公司
L100000904538,G100000905602,China,1,Guangxi Bobai Sheguangzhang wind farm,博白射广嶂风电场,,50.0,operating,2021,,approximate,unknown ; China Datang Corp Ltd ; Guangxi Investment Group Co Ltd ; China Yangtze Power Co Ltd,21.8924,109.8342,Guangxi,Guangxi Guiguan Electric Power,Onshore,Asia,https://www.gem.wiki/Guangxi_Bobai_Sheguangzhang_wind_farm,中国长江电力股份有限公司; 广西投资集团有限公司; 中国大唐集团有限公司,广西桂冠电力股份有限公司
L100000904538,G100000905603,China,2,Guangxi Bobai Sheguangzhang wind farm,博白射广嶂风电场二期工程,,50.0,operating,2021,,approximate,Guangxi Guiguan Electric Power Co Ltd,21.851,109.9219,Guangxi,Guangxi Datang Guiguan New Energy,Onshore,Asia,https://www.gem.wiki/Guangxi_Bobai_Sheguangzhang_wind_farm,广西桂冠电力股份有限公司,广西大唐桂冠东兰新能源有限公司
L100000904538,G100000905604,China,3,Guangxi Bobai Sheguangzhang wind farm,博白射广嶂风电场三期工程,,100.0,construction,,,exact,Guangxi Guiguan Electric Power Co Ltd,21.8736,109.8234,Guangxi,Guangxi Datang Guiguan New Energy,Onshore,Asia,https://www.gem.wiki/Guangxi_Bobai_Sheguangzhang_wind_farm,广西桂冠电力股份有限公司,广西大唐桂冠东兰新能源有限公司
L100000904546,G100000905620,China,--,Guangxi Bobai Shiguanzhang wind farm,博白石观嶂150MW风电场,,150.0,construction,,,approximate,Huadeng Energy Investment (Shenzhen) Co Ltd,22.1403,110.0928,Guangxi,Guangxi Bobai Huadeng Energy,Onshore,Asia,https://www.gem.wiki/Guangxi_Bobai_Shiguanzhang_wind_farm,华灯能源投资（深圳）有限公司,广西博白华灯能源有限公司
L100000903320,G100000904086,China,1,Guangxi Cangwu Lingjiao wind farm,广西苍梧岭脚风电场一期,国家电投苍梧岭脚风电场二期工程 (Phase 2),50.0,operating,2020,,approximate,,23.5698,110.9998,Guangxi,State Power Investment Group Guangxi Wuzhou New Energy,Onshore,Asia,https://www.gem.wiki/Guangxi_Cangwu_Lingjiao_wind_farm,,国家电投集团广西梧州新能源有限公司
L100000903320,G100000905592,China,2,Guangxi Cangwu Lingjiao wind farm,广西苍梧岭脚风电场二期,国家电投苍梧岭脚风电场二期工程 (Phase 2),100.0,construction,,,approximate,Jiangxi Lüdong Ganpo New Energy Development Co Ltd,23.5712,110.9999,Guangxi,State Power Investment Group Guangxi Wuzhou New Energy,Onshore,Asia,https://www.gem.wiki/Guangxi_Cangwu_Lingjiao_wind_farm,江西绿动赣鄱新能源发展有限公司,国家电投集团广西梧州新能源有限公司
L100000903321,G100000904087,China,1,Guangxi Cangwu Liubao wind farm,广西苍梧六堡一期风电场,,50.0,operating,2020,,approximate,,24.0001,109.0001,Guangxi,China Resources New Energy (Cangwu),Onshore,Asia,https://www.gem.wiki/Guangxi_Cangwu_Liubao_wind_farm,,华润新能源（苍梧）有限公司
L100000903321,G100000904088,China,2,Guangxi Cangwu Liubao wind farm,广西苍梧六堡二期风电场,,50.0,operating,2023,,approximate,,24.0001,109.0001,Guangxi,China Resources New Energy (Cangwu),Onshore,Asia,https://www.gem.wiki/Guangxi_Cangwu_Liubao_wind_farm,,华润新能源（苍梧）有限公司
L100000903321,G100000904089,China,3,Guangxi Cangwu Liubao wind farm,广西苍梧六堡三期风电场,,200.0,pre-construction,,,approximate,China Resources New Energy Third Wind Power Limited,23.8152,111.3756,Guangxi,China Resources New Energy (Rongxian) Wind Energy,Onshore,Asia,https://www.gem.wiki/Guangxi_Cangwu_Liubao_wind_farm,华润新能源第三风能有限公司,华润新能源（容县）风能有限责任公司
L100000917420,G100000921603,China,--,Guangxi Cenxi Anping wind farm,岑溪安平50MW陆上风电项目,,50.0,shelved,,,approximate,Guangxi Investment Group Co Ltd ; unknown ; Guangxi Guangtou New Energy Industry Development Fund Partnership (LP) ; ICBC Financial Assets Investment Co Ltd,23.109,111.0907,Guangxi,Guangxi Guangtou Energy Group,Onshore,Asia,https://www.gem.wiki/Guangxi_Cenxi_Anping_wind_farm,工银金融资产投资有限公司; 广西广投新能源产业发展基金合伙企业（有限合伙）; 广西投资集团有限公司,广西广投能源集团有限公司
L100000917421,G100000921604,China,--,Guangxi Cenxi Dalong wind farm,中广核梧州岑溪大隆风电项目,,50.0,operating,2020,,approximate,CGN New Energy Investment (Shenzhen) Co Ltd,22.7632,111.0047,Guangxi,CGN New Energy Investment (Shenzhen) CO LTD Guangxi Branch,Onshore,Asia,https://www.gem.wiki/Guangxi_Cenxi_Dalong_wind_farm,中广核新能源投资（深圳）有限公司,中广核新能源投资（深圳）有限公司广西分公司
L100000917423,G100000921606,China,--,Guangxi Cenxi Nuodong wind farm,中广核岑溪糯垌风电项目,,150.0,pre-construction,,,approximate,CGN New Energy Investment (Shenzhen) Co Ltd,23.0493,111.0548,Guangxi,Guangxi Branch of CGN New Energy Investment (Shenzhen),Onshore,Asia,https://www.gem.wiki/Guangxi_Cenxi_Nuodong_wind_farm,中广核新能源投资（深圳）有限公司,中广核新能源投资（深圳）有限公司广西分公司
L100000917424,G100000921607,China,--,Guangxi Cenxi Qingshanping wind farm,岑溪青山坪风电场,,50.0,operating,2020,,approximate,Huaneng Renewables Corp Ltd,22.7631,111.0049,Guangxi,Huaneng Wuzhou Clean Energy,Onshore,Asia,https://www.gem.wiki/Guangxi_Cenxi_Qingshanping_wind_farm,华能新能源股份有限公司,华能梧州清洁能源有限责任公司
L100000904568,G100000905646,China,--,Guangxi Cenxi Rongsan Jieding wind farm,华润电力梧州岑溪昙容三界顶70MW风电项目,岑溪市西江马路镇三界顶风力发电项目,70.0,operating,2024,,approximate,China Resources Power New Energy Investment Co Ltd,22.9039,110.9058,Guangxi,China Resources New Energy (Cenxi),Onshore,Asia,https://www.gem.wiki/Guangxi_Cenxi_Rongsan_Jieding_wind_farm,华润电力新能源投资有限公司,华润新能源（岑溪）有限公司
L100000904551,G100000905626,China,--,Guangxi Dahua Duyang wind farm,大化都阳风电场,广西桂冠电力有限公司大化水力发电总厂河池市大化都阳风电场,54.0,operating,2024,,approximate,Guangxi Guiguan Electric Power Co Ltd,23.9786,107.6564,Guangxi,Guangxi Guiguan Electric Power CO LTD Dahua Hydropower Plant,Onshore,Asia,https://www.gem.wiki/Guangxi_Dahua_Duyang_wind_farm,广西桂冠电力股份有限公司,广西桂冠电力股份有限公司大化水力发电总厂
L100000919175,G100000923636,China,--,Guangxi Daxin Longmen wind farm,广西大新龙门风电场,,60.0,operating,2024,,approximate,China Power Engineering Consultants Group Co Ltd,22.8967,107.3174,Guangxi,Daxin China Energy Construction New Energy,Onshore,Asia,https://www.gem.wiki/Guangxi_Daxin_Longmen_wind_farm,中国电力工程顾问集团有限公司,大新中能建新能源有限公司
L100000917425,G100000921608,China,--,Guangxi Debao Chengguan wind farm,京能广西百色市德保城关100MW风电场,,100.0,shelved,,,approximate,Beijing Jingneng Clean Energy Co Ltd,23.3296,106.6347,Guangxi,,Onshore,Asia,https://www.gem.wiki/Guangxi_Debao_Chengguan_wind_farm,北京京能清洁能源电力股份有限公司,
L100000917426,G100000921609,China,--,Guangxi Debao Dawang wind farm,京能广西百色市德保大旺67MW风电场,,67.0,shelved,,,approximate,Beijing Jingneng Clean Energy Co Ltd,23.2242,106.8469,Guangxi,,Onshore,Asia,https://www.gem.wiki/Guangxi_Debao_Dawang_wind_farm,北京京能清洁能源电力股份有限公司,
L100000917427,G100000921610,China,--,Guangxi Debao Najia wind farm,京能广西百色市德保那甲90MW风电场,,50.0,pre-construction,,,approximate,Beijing Jingneng Clean Energy Co Ltd,23.4251,106.7185,Guangxi,,Onshore,Asia,https://www.gem.wiki/Guangxi_Debao_Najia_wind_farm,北京京能清洁能源电力股份有限公司,
L100000917428,G100000921611,China,--,Guangxi Debao Zurong wind farm,京能广西百色市德保足荣80MW风电场,,80.0,shelved,,,approximate,Beijing Jingneng Clean Energy Co Ltd,23.4075,106.757,Guangxi,,Onshore,Asia,https://www.gem.wiki/Guangxi_Debao_Zurong_wind_farm,北京京能清洁能源电力股份有限公司,
L100000904547,G100000905621,China,--,Guangxi Donglan Nonghaoling wind farm,东兰弄好岭风电场,,92.0,operating,2024,,exact,Guodian Electric Power Development Co Ltd,24.4776,107.5342,Guangxi,Guodian Power Guangxi Wind Power Development,Onshore,Asia,https://www.gem.wiki/Guangxi_Donglan_Nonghaoling_wind_farm,国电电力发展股份有限公司,国电电力广西风电开发有限公司
L100000917429,G100000921612,China,--,Guangxi Donglan Xiehe wind farm,东兰协合风电场工程项目,,100.0,operating,2024,,approximate,Yongzhou Longhe New Energy Technology Co Ltd,24.5183,107.364,Guangxi,Donglan Xiehe Wind Power,Onshore,Asia,https://www.gem.wiki/Guangxi_Donglan_Xiehe_wind_farm,永州隆合新能源技术有限公司,东兰协合风力发电有限公司
L100000917430,G100000921613,China,1,Guangxi Du'an Jingsheng wind farm,寰程广西都安菁盛乡一期风电场,,100.0,shelved,,,approximate,Shanghai Daochen Energy Co Ltd ; Universal Energy Co Ltd,23.993,108.3256,Guangxi,Shanghai Huancheng New Energy,Onshore,Asia,https://www.gem.wiki/Guangxi_Du'an_Jingsheng_wind_farm,寰泰能源股份有限公司; 上海道宸能源有限责任公司,上海寰程新能源有限公司
L100000904528,G100000905583,China,1,Guangxi Fangcheng Menyaling wind farm,防城港市防城区门崖岭风电场一期项目,,50.0,construction,,,approximate,Guangxi Guangnade Investment Co Ltd ; Guangxi Huashi New Energy Co Ltd,21.755,108.2487,Guangxi,Fangchenggang Huashi Wind Power,Onshore,Asia,https://www.gem.wiki/Guangxi_Fangcheng_Menyaling_wind_farm,广西华时新能源有限公司; 广西广纳德投资有限公司,防城港华时风力发电有限公司
L100000904528,G100000905584,China,2,Guangxi Fangcheng Menyaling wind farm,防城港市防城区门崖岭风电场二期项目,,150.0,construction,,,approximate,Guangxi Guangnade Investment Co Ltd ; Guangxi Huashi New Energy Co Ltd,21.7228,108.118,Guangxi,Fangchenggang Huashi Wind Power,Onshore,Asia,https://www.gem.wiki/Guangxi_Fangcheng_Menyaling_wind_farm,广西华时新能源有限公司; 广西广纳德投资有限公司,防城港华时风力发电有限公司
L100000904522,G100000905573,China,1,Guangxi Fangcheng Tanying wind farm,防城港防城区滩营风电场一期（150MW）工程,,150.0,construction,,,approximate,Beijing Jinyang Huanyu Technology Co Ltd,21.8702,108.3445,Guangxi,Fangchenggang Genzhuping New Energy,Onshore,Asia,https://www.gem.wiki/Guangxi_Fangcheng_Tanying_wind_farm,北京金阳环宇科技有限公司,防城港市根竹坪新能源有限公司
L100000904522,G100000905574,China,2,Guangxi Fangcheng Tanying wind farm,防城区滩营风电场（二期）项目,,200.0,construction,,,approximate,Fangchenggang Genzhuping New Energy Co Ltd,21.773,108.3541,Guangxi,Fangchenggang Weixi Wind Power Generation,Onshore,Asia,https://www.gem.wiki/Guangxi_Fangcheng_Tanying_wind_farm,防城港市根竹坪新能源有限公司,防城港市伟熙风力发电有限公司
L100000917432,G100000921615,China,--,Guangxi Fangchenggang Maoling wind farm,广西防城港市茅岭150MW风电项目,,150.0,pre-construction,,,approximate,Qinzhou Xinyao New Energy Technology Co Ltd,21.8538,108.4424,Guangxi,Fangchenggang Langyue New Energy Technology,Onshore,Asia,https://www.gem.wiki/Guangxi_Fangchenggang_Maoling_wind_farm,钦州欣耀新能源科技有限公司,防城港揽月新能源科技有限公司
L100000917433,G100000921616,China,--,Guangxi Fangchenggang Pilot Offshore wind farm,广西防城港海上风电示范项目A场址工程项目,,700.0,construction,,,exact,Yuanjing Energy Co Ltd; China Resources Power New Energy Investment Co Ltd; Guangxi Mingyang Smart Energy New Energy Techology Co Ltd; China Guangdong Nuclear Windpower Co Ltd; Guangxi Guangtou Offshore Windpower Development Co Ltd; China Ship-Building Group Windpower Development Co Ltd,21.559,108.137,Guangxi,Guangxi Guangtou Beibu Gulf Offshore Wind Power,Offshore hard mount,Asia,https://www.gem.wiki/Guangxi_Fangchenggang_Pilot_Offshore_wind_farm,广西广投海上风电开发有限责任公司; 远景能源有限公司; 中广核风电有限公司; 华润电力新能源投资有限公司; 中国船舶集团风电发展有限公司; 广西明阳智慧新能源科技有限公司,广西广投北部湾海上风力发电有限公司
L100000904569,G100000905647,China,--,Guangxi Fengshan Bulaoshan wind farm,广西凤山不老山风电场,,50.0,construction,,,approximate,China Power Construction Group Zhongnan Survey and Design Research Institute Co Ltd,24.5937,107.197,Guangxi,Guangxi Fengshan Qingtong New Energy,Onshore,Asia,https://www.gem.wiki/Guangxi_Fengshan_Bulaoshan_wind_farm,中国电建集团中南勘测设计研究院有限公司,广西凤山青桐新能源有限责任公司
L100000904570,G100000905648,China,--,Guangxi Fengshan Nabing wind farm,广西凤山那兵风电场,,50.0,construction,,,approximate,China Power Construction Group Zhongnan Survey and Design Research Institute Co Ltd,24.5514,107.253,Guangxi,Guangxi Fengshan Qingtong New Energy,Onshore,Asia,https://www.gem.wiki/Guangxi_Fengshan_Nabing_wind_farm,中国电建集团中南勘测设计研究院有限公司,广西凤山青桐新能源有限责任公司
L100000917434,G100000921617,China,--,Guangxi Fuchuan Changguang wind farm,富川贺州瑶族自治县长广风电场,,40.0,operating,2018,,approximate,China Nuclear Huineng Co Ltd,25.059,111.3268,Guangxi,Fuchuan Xinneng Wind Power,Onshore,Asia,https://www.gem.wiki/Guangxi_Fuchuan_Changguang_wind_farm,中核汇能有限公司,富川新能风力发电有限公司
L100000917435,G100000921618,China,--,Guangxi Fuchuan Chaodong wind farm,协合贺州富川朝东风电场,,48.0,operating,2017,,approximate,China Nuclear Huineng Co Ltd,25.1037,111.3286,Guangxi,Fuchuan Xiehe Wind Power,Onshore,Asia,https://www.gem.wiki/Guangxi_Fuchuan_Chaodong_wind_farm,中核汇能有限公司,富川协合风力发电有限公司
L100000917436,G100000921619,China,--,Guangxi Fuchuan Dengjiaba wind farm,华能贺州富川邓家坝风电场,,50.0,operating,2017,,approximate,Huaneng Renewables Corp Ltd,24.7346,111.2476,Guangxi,Huaneng Fuchuan Wind Power,Onshore,Asia,https://www.gem.wiki/Guangxi_Fuchuan_Dengjiaba_wind_farm,华能新能源股份有限公司,华能富川风力发电有限公司
L100000903303,G100000904062,China,--,Guangxi Fuchuan Jinziling wind farm,广西富川金子岭风电场,,50.0,operating,2017,,exact,Huaneng New Energy Co Ltd,24.7014,111.3367,Guangxi,,Onshore,Asia,https://www.gem.wiki/Guangxi_Fuchuan_Jinziling_wind_farm,华能新能源股份有限公司,
L100000903304,G100000904063,China,1,Guangxi Fuchuan Longtou wind farm,广西富川龙头风电场一 期,,50.0,operating,2015,,exact,,24.7833,111.2683,Guangxi,Datang Fuchuan New Energy,Onshore,Asia,https://www.gem.wiki/Guangxi_Fuchuan_Longtou_wind_farm,,大唐富川新能源有限公司
L100000917437,G100000921620,China,--,Guangxi Fuchuan Shijia wind farm,富川协合石家风电场,,48.0,operating,2017,,approximate,China Nuclear Huineng Co Ltd,25.1037,111.3286,Guangxi,Fuchuan Xiehe Wind Power,Onshore,Asia,https://www.gem.wiki/Guangxi_Fuchuan_Shijia_wind_farm,中核汇能有限公司,富川协合风力发电有限公司
L100000917438,G100000921621,China,1,Guangxi Fumian District Liuwanshan wind farm,华润新能源福绵六万山一期42MW风电场工程,,42.0,operating,,,approximate,China Resources Power New Energy Investment Limited,22.5836,110.0562,Guangxi,China Resources Wind Power (Yulin),Onshore,Asia,https://www.gem.wiki/Guangxi_Fumian_District_Liuwanshan_wind_farm,华润电力新能源投资有限公司,华润风电（玉林）有限公司
L100000917438,G100000921622,China,2,Guangxi Fumian District Liuwanshan wind farm,华润广西玉林福绵六万山二期42MW风电项目,,42.0,operating,,,approximate,China Resources Power New Energy Investment Limited,22.5836,110.0562,Guangxi,China Resources Wind Power (Yulin),Onshore,Asia,https://www.gem.wiki/Guangxi_Fumian_District_Liuwanshan_wind_farm,华润电力新能源投资有限公司,华润风电（玉林）有限公司
L100000917439,G100000921623,China,--,Guangxi Gangbei Qixingling wind farm,港北七星岭风电场,,60.0,operating,2019,,approximate,Huaneng Power International Inc,23.2444,109.5361,Guangxi,Huaneng Guigang Clean Energy,Onshore,Asia,https://www.gem.wiki/Guangxi_Gangbei_Qixingling_wind_farm,华能国际电力股份有限公司,华能贵港清洁能源有限责任公司
L100000917440,G100000921624,China,--,Guangxi Gangnan Dengshanling wind farm,广西港南灯山岭风电项目,,50.0,construction,,,approximate,China Guangdong Nuclear Wind Power Co Ltd,23.0731,109.6057,Guangxi,China Guangdong Nuclear Guigang Gangnan Wind Power Generation,Onshore,Asia,https://www.gem.wiki/Guangxi_Gangnan_Dengshanling_wind_farm,中广核风电有限公司,中广核贵港港南风力发电有限公司
L100000917441,G100000921625,China,1,Guangxi Gangnan Muge wind farm,港南木格风电场工程,,80.0,operating,2019,,approximate,China Guangdong Nuclear Wind Energy Ltd,22.842,109.7264,Guangxi,South China Branch of CGN Wind Power,Onshore,Asia,https://www.gem.wiki/Guangxi_Gangnan_Muge_wind_farm,中广核风电有限公司,中广核风电有限公司华南分公司
L100000917441,G100000921626,China,2,Guangxi Gangnan Muge wind farm,港南木格风电场二期工程,,50.0,operating,2020,,approximate,China Guangdong Nuclear Wind Energy Ltd,22.842,109.7264,Guangxi,China Guangdong Nuclear Guigang Gangnan Wind Power Generation,Onshore,Asia,https://www.gem.wiki/Guangxi_Gangnan_Muge_wind_farm,中广核风电有限公司,中广核贵港港南风力发电有限公司
L100000917442,G100000921627,China,--,Guangxi Gongcheng Limu wind farm,恭城栗木风电场项目,,100.0,pre-construction,,,approximate,Guangxi Guiguan Electric Power Co Ltd,25.1274,110.9027,Guangxi,Guangxi Datang Guiguan New Energy,Onshore,Asia,https://www.gem.wiki/Guangxi_Gongcheng_Limu_wind_farm,广西桂冠电力股份有限公司,广西大唐桂冠东兰新能源有限公司
L100000917443,G100000921628,China,1,Guangxi Gongcheng Low Wind Speed Test wind farm,恭城低风速试验风电场一期工程项目,,49.5,operating,,,approximate,Beijing Jieyuan Xinneng Investment Co Ltd,24.9494,110.7948,Guangxi,Gongcheng Jieyuan New Energy,Onshore,Asia,https://www.gem.wiki/Guangxi_Gongcheng_Low_Wind_Speed_Test_wind_farm,北京洁源新能投资有限公司,恭城洁源新能源有限公司
L100000917443,G100000921629,China,2,Guangxi Gongcheng Low Wind Speed Test wind farm,恭城低风速试验风电场二期工程项目,,50.0,pre-construction,,,approximate,Beijing Jieyuan Xinneng Investment Co Ltd,24.9494,110.7948,Guangxi,Gongcheng Jieyuan New Energy,Onshore,Asia,https://www.gem.wiki/Guangxi_Gongcheng_Low_Wind_Speed_Test_wind_farm,北京洁源新能投资有限公司,恭城洁源新能源有限公司
L100000903281,G100000904035,China,--,Guangxi Gongcheng Menlou wind farm,广西恭城门楼风电场,,50.0,operating,2020,,approximate,,24.0001,109.0001,Guangxi,Datang Guilin New Energy,Onshore,Asia,https://www.gem.wiki/Guangxi_Gongcheng_Menlou_wind_farm,,大唐桂林新能源有限公司
L100000903282,G100000904036,China,--,Guangxi Gongcheng Xiling wind farm,广西恭城西岭风电场,,49.0,operating,2015,,exact,,24.9008,110.7939,Guangxi,Datang Guilin New Energy Co.,Onshore,Asia,https://www.gem.wiki/Guangxi_Gongcheng_Xiling_wind_farm,,大唐桂林新能源公司
L100000903283,G100000904037,China,--,Guangxi Gongcheng Yanzishan wind farm,广西恭城燕子山风电场,,50.0,operating,2016,,exact,,24.9501,110.8917,Guangxi,Guodian Youneng Gongcheng Windpower,Onshore,Asia,https://www.gem.wiki/Guangxi_Gongcheng_Yanzishan_wind_farm,,国电优能恭城风电有限公司
L100000903284,G100000904038,China,--,Guangxi Gongcheng Yuanshishan wind farm,广西恭城圆石山风电场,,50.0,operating,2016,,exact,,24.9833,110.8667,Guangxi,Guodian Youneng Gongcheng Windpower,Onshore,Asia,https://www.gem.wiki/Guangxi_Gongcheng_Yuanshishan_wind_farm,,国电优能恭城风电有限公司
L100000917444,G100000921630,China,--,Guangxi Guanyang Chawan wind farm,国电灌阳茶湾风电场工程项目,,50.0,cancelled,,,approximate,China Longyuan Power Group Corp Ltd,25.6645,111.3095,Guangxi,Guangxi Guoneng Energy Development,Onshore,Asia,https://www.gem.wiki/Guangxi_Guanyang_Chawan_wind_farm,龙源电力集团股份有限公司,广西国能能源发展有限公司
