gem-location-id,gem-unit/phase-id,country/area,unit-name,plant-name,plant-name-(other),plant-name-(local),capacity-(mw),status,start-year,retired-year,location-accuracy,owner,parent,lat,lng,combustion-technology,region,url,"subnational-unit-(province,-state)"
L100000100283,G100000102134,China,Phase I Unit 1,Ningde power station,,大唐宁德发电厂,600.0,operating,2006,,exact,Fujian Datang International Ningde POWER Generation Co Ltd [100%],Datang International Power Generation Co Ltd [51.0%]; Beijing Fuze Energy Investment Co Ltd [34.0%]; Ningde State-owned Assets Investment Operation Co Ltd [10.0%]; unknown [5.0%],26.7574469,119.7353942,supercritical,Asia,https://www.gem.wiki/Ningde_power_station,Fujian
L100000100283,G100000102135,China,Phase I Unit 2,Ningde power station,,大唐宁德发电厂,600.0,operating,2006,,exact,Fujian Datang International Ningde POWER Generation Co Ltd [100%],Datang International Power Generation Co Ltd [51.0%]; Beijing Fuze Energy Investment Co Ltd [34.0%]; Ningde State-owned Assets Investment Operation Co Ltd [10.0%]; unknown [5.0%],26.7574469,119.7353942,supercritical,Asia,https://www.gem.wiki/Ningde_power_station,Fujian
L100000101190,G100000103293,China,Unit 1,Ningdong Fangjiazhuang power station,Guodian Fangjiazhuang power station,国电浙能宁东发电公司方家庄电厂,1000.0,operating,2019,,exact,Guoneng Zheneng Ningdong Power Generation Co Ltd [100%],China Energy Investment Corp [51.0%]; Zhejiang Zheneng Electric Power Co Ltd [49.0%],37.837649,106.666501,ultra-supercritical,Asia,https://www.gem.wiki/Ningdong_Fangjiazhuang_power_station,Ningxia
L100000101190,G100000103294,China,Unit 2,Ningdong Fangjiazhuang power station,Guodian Fangjiazhuang power station,国电浙能宁东发电公司方家庄电厂,1000.0,operating,2019,,exact,Guoneng Zheneng Ningdong Power Generation Co Ltd [100%],China Energy Investment Corp [51.0%]; Zhejiang Zheneng Electric Power Co Ltd [49.0%],37.837649,106.666501,ultra-supercritical,Asia,https://www.gem.wiki/Ningdong_Fangjiazhuang_power_station,Ningxia
L100000101199,G100000107460,China,Phase II Unit 3,Ningdong Maliantai power station,,中铝宁夏能源马莲台发电厂,1000.0,cancelled,,,exact,Chalco Ningxia Energy Group Maliantai Power Generation Branch [100%],Aluminum Corporation of China Ltd [70.8%]; Ningxia Huimin Investment and Financing Co Ltd [18.0%]; Beijing State-owned Capital Management Center [5.7%]; Ningxia State-owned Investment Management Co Ltd [5.0%]; Ningxia Guoyun Development Private Fund Partnership LP [0.6%],38.173333,106.570556,supercritical,Asia,https://www.gem.wiki/Ningdong_Maliantai_power_station,Ningxia
L100000101199,G100000107461,China,Phase II Unit 4,Ningdong Maliantai power station,,中铝宁夏能源马莲台发电厂,1000.0,cancelled,,,exact,Chalco Ningxia Energy Group Maliantai Power Generation Branch [100%],Aluminum Corporation of China Ltd [70.8%]; Ningxia Huimin Investment and Financing Co Ltd [18.0%]; Beijing State-owned Capital Management Center [5.7%]; Ningxia State-owned Investment Management Co Ltd [5.0%]; Ningxia Guoyun Development Private Fund Partnership LP [0.6%],38.173333,106.570556,supercritical,Asia,https://www.gem.wiki/Ningdong_Maliantai_power_station,Ningxia
L100000101199,G100000107458,China,Phase I Unit 1,Ningdong Maliantai power station,,中铝宁夏能源马莲台发电厂,330.0,operating,2006,,exact,Chalco Ningxia Energy Group Maliantai Power Generation Branch [100%],Aluminum Corporation of China Ltd [70.8%]; Ningxia Huimin Investment and Financing Co Ltd [18.0%]; Beijing State-owned Capital Management Center [5.7%]; Ningxia State-owned Investment Management Co Ltd [5.0%]; Ningxia Guoyun Development Private Fund Partnership LP [0.6%],38.1733935,106.5695013,subcritical,Asia,https://www.gem.wiki/Ningdong_Maliantai_power_station,Ningxia
L100000101199,G100000107459,China,Phase I Unit 2,Ningdong Maliantai power station,,中铝宁夏能源马莲台发电厂,330.0,operating,2006,,exact,Chalco Ningxia Energy Group Maliantai Power Generation Branch [100%],Aluminum Corporation of China Ltd [70.8%]; Ningxia Huimin Investment and Financing Co Ltd [18.0%]; Beijing State-owned Capital Management Center [5.7%]; Ningxia State-owned Investment Management Co Ltd [5.0%]; Ningxia Guoyun Development Private Fund Partnership LP [0.6%],38.1733935,106.5695013,subcritical,Asia,https://www.gem.wiki/Ningdong_Maliantai_power_station,Ningxia
L100000101192,G100000103447,China,Phase II Unit 3,Ningdong power station,Guohua Ningdong power station,神华国华宁东发电厂,660.0,operating,2017,,exact,Guoneng Ningdong No.2 Power Generation Co Ltd [100%],China Energy Investment Corp [61.8%]; Zhejiang Zheneng Electric Power Co Ltd [33.3%]; Ningxia State-owned Investment Management Co Ltd [4.9%],37.844757,106.786777,ultra-supercritical,Asia,https://www.gem.wiki/Ningdong_power_station,Ningxia
L100000101192,G100000103448,China,Phase II Unit 4,Ningdong power station,Guohua Ningdong power station,神华国华宁东发电厂,660.0,operating,2017,,exact,Guoneng Ningdong No.2 Power Generation Co Ltd [100%],China Energy Investment Corp [61.8%]; Zhejiang Zheneng Electric Power Co Ltd [33.3%]; Ningxia State-owned Investment Management Co Ltd [4.9%],37.844757,106.786777,ultra-supercritical,Asia,https://www.gem.wiki/Ningdong_power_station,Ningxia
L100000101192,G100000103445,China,Phase I Unit 1,Ningdong power station,Guohua Ningdong power station,神华国华宁东发电厂,330.0,operating,2010,,exact,Guoneng Ningdong No.2 Power Generation Co Ltd [100%],China Energy Investment Corp [61.8%]; Zhejiang Zheneng Electric Power Co Ltd [33.3%]; Ningxia State-owned Investment Management Co Ltd [4.9%],37.844757,106.786777,subcritical,Asia,https://www.gem.wiki/Ningdong_power_station,Ningxia
L100000101192,G100000103446,China,Phase I Unit 2,Ningdong power station,Guohua Ningdong power station,神华国华宁东发电厂,330.0,operating,2010,,exact,Guoneng Ningdong No.2 Power Generation Co Ltd [100%],China Energy Investment Corp [61.8%]; Zhejiang Zheneng Electric Power Co Ltd [33.3%]; Ningxia State-owned Investment Management Co Ltd [4.9%],37.844757,106.786777,subcritical,Asia,https://www.gem.wiki/Ningdong_power_station,Ningxia
L100000101200,G100000107462,China,Unit 1,Ningdong Younglight power station,"Ningdong Yinglite power station, 国电宁夏能源化工宁东工业园自备热电, Guodian Ningdong power station",国电英力特宁东热电,330.0,operating,2013,,exact,Guoneng Ningdong No.1 Power Generation Co Ltd [100%],China Energy Investment Corp [100.0%],38.1924551,106.6939182,subcritical,Asia,https://www.gem.wiki/Ningdong_Younglight_power_station,Ningxia
L100000101200,G100000107463,China,Unit 2,Ningdong Younglight power station,"Ningdong Yinglite power station, 国电宁夏能源化工宁东工业园自备热电, Guodian Ningdong power station",国电英力特宁东热电,330.0,operating,2013,,exact,Guoneng Ningdong No.1 Power Generation Co Ltd [100%],China Energy Investment Corp [100.0%],38.1924551,106.6939182,subcritical,Asia,https://www.gem.wiki/Ningdong_Younglight_power_station,Ningxia
L100000101747,G100000107468,China,Phase II Unit 5,Ninghai power station,,神华国华浙能发电公司宁海发电厂,1000.0,operating,2009,,exact,Zhejiang Guohua Zheneng Power Generation Co Ltd [100%],Zhejiang Zheneng Electric Power Co Ltd [40.0%]; GD POWER Development Co Ltd [34.5%]; China Shenhua Energy Co Ltd [25.5%],29.4817622,121.5114792,ultra-supercritical/CCS,Asia,https://www.gem.wiki/Ninghai_power_station,Zhejiang
L100000101747,G100000107469,China,Phase II Unit 6,Ninghai power station,,神华国华浙能发电公司宁海发电厂,1055.0,operating,2009,,exact,Zhejiang Guohua Zheneng Power Generation Co Ltd [100%],Zhejiang Zheneng Electric Power Co Ltd [40.0%]; GD POWER Development Co Ltd [34.5%]; China Shenhua Energy Co Ltd [25.5%],29.4817622,121.5114792,ultra-supercritical/CCS,Asia,https://www.gem.wiki/Ninghai_power_station,Zhejiang
L100000101747,G100000107464,China,Phase I Unit 1,Ninghai power station,,神华国华浙能发电公司宁海发电厂,600.0,operating,2006,,exact,Zhejiang Guohua Zheneng Power Generation Co Ltd [100%],Zhejiang Zheneng Electric Power Co Ltd [40.0%]; GD POWER Development Co Ltd [34.5%]; China Shenhua Energy Co Ltd [25.5%],29.4817622,121.5114792,subcritical/CCS,Asia,https://www.gem.wiki/Ninghai_power_station,Zhejiang
L100000101747,G100000107465,China,Phase I Unit 2,Ninghai power station,,神华国华浙能发电公司宁海发电厂,600.0,operating,2005,,exact,Zhejiang Guohua Zheneng Power Generation Co Ltd [100%],Zhejiang Zheneng Electric Power Co Ltd [40.0%]; GD POWER Development Co Ltd [34.5%]; China Shenhua Energy Co Ltd [25.5%],29.4817622,121.5114792,subcritical/CCS,Asia,https://www.gem.wiki/Ninghai_power_station,Zhejiang
L100000101747,G100000107466,China,Phase I Unit 3,Ninghai power station,,神华国华浙能发电公司宁海发电厂,600.0,operating,2006,,exact,Zhejiang Guohua Zheneng Power Generation Co Ltd [100%],Zhejiang Zheneng Electric Power Co Ltd [40.0%]; GD POWER Development Co Ltd [34.5%]; China Shenhua Energy Co Ltd [25.5%],29.4817622,121.5114792,subcritical/CCS,Asia,https://www.gem.wiki/Ninghai_power_station,Zhejiang
L100000101747,G100000107467,China,Phase I Unit 4,Ninghai power station,,神华国华浙能发电公司宁海发电厂,600.0,operating,2007,,exact,Zhejiang Guohua Zheneng Power Generation Co Ltd [100%],Zhejiang Zheneng Electric Power Co Ltd [40.0%]; GD POWER Development Co Ltd [34.5%]; China Shenhua Energy Co Ltd [25.5%],29.4817622,121.5114792,subcritical/CCS,Asia,https://www.gem.wiki/Ninghai_power_station,Zhejiang
L100000101500,G100000107472,China,Phase II Unit 3,Ningwu Gangue power station,华润宁武低热值煤发电项目,山西宁武发电厂,1000.0,cancelled,,,exact,China Resources Power (Ningwu) Co Ltd [100%],China Resources Power Holdings Co Ltd [50.0%]; Shanxi State-Owned Capital Investment and Operation Co Ltd [29.4%]; China Cinda Asset Management Co Ltd [17.3%]; Yangquan Coal Industry (Group) LLC [3.0%]; Shanxi Coking Coal Group Co Ltd [0.3%],39.032022,112.314101,supercritical,Asia,https://www.gem.wiki/Ningwu_Gangue_power_station,Shanxi
L100000101500,G100000107473,China,Phase II Unit 4,Ningwu Gangue power station,华润宁武低热值煤发电项目,山西宁武发电厂,1000.0,cancelled,,,exact,China Resources Power (Ningwu) Co Ltd [100%],China Resources Power Holdings Co Ltd [50.0%]; Shanxi State-Owned Capital Investment and Operation Co Ltd [29.4%]; China Cinda Asset Management Co Ltd [17.3%]; Yangquan Coal Industry (Group) LLC [3.0%]; Shanxi Coking Coal Group Co Ltd [0.3%],39.032022,112.314101,supercritical,Asia,https://www.gem.wiki/Ningwu_Gangue_power_station,Shanxi
L100000101500,G100000107470,China,Phase I Unit 1,Ningwu Gangue power station,华润宁武低热值煤发电项目,山西宁武发电厂,350.0,operating,2022,,exact,China Resources Power (Ningwu) Co Ltd [100%],China Resources Power Holdings Co Ltd [50.0%]; Shanxi State-Owned Capital Investment and Operation Co Ltd [29.4%]; China Cinda Asset Management Co Ltd [17.3%]; Yangquan Coal Industry (Group) LLC [3.0%]; Shanxi Coking Coal Group Co Ltd [0.3%],39.043337,112.312953,supercritical,Asia,https://www.gem.wiki/Ningwu_Gangue_power_station,Shanxi
L100000101500,G100000107471,China,Phase I Unit 2,Ningwu Gangue power station,华润宁武低热值煤发电项目,山西宁武发电厂,350.0,operating,2023,,exact,China Resources Power (Ningwu) Co Ltd [100%],China Resources Power Holdings Co Ltd [50.0%]; Shanxi State-Owned Capital Investment and Operation Co Ltd [29.4%]; China Cinda Asset Management Co Ltd [17.3%]; Yangquan Coal Industry (Group) LLC [3.0%]; Shanxi Coking Coal Group Co Ltd [0.3%],39.043337,112.312953,supercritical,Asia,https://www.gem.wiki/Ningwu_Gangue_power_station,Shanxi
L100001019031,G100001021417,China,Unit 1,Ningxia Changyi Clean Energy power station,,宁夏畅亿清洁能源有限责任公司2×40MW抽背汽轮发电机能源梯级利用项目,40.0,permitted,,,approximate,Ningxia Changyi Clean Energy Co Ltd,Ningxia Changyi Clean Energy Co Ltd,37.895778,106.693868,unknown,Asia,https://www.gem.wiki/Ningxia_Changyi_Clean_Energy_power_station,Ningxia
L100001019031,G100001021418,China,Unit 2,Ningxia Changyi Clean Energy power station,,宁夏畅亿清洁能源有限责任公司2×40MW抽背汽轮发电机能源梯级利用项目,40.0,permitted,,,approximate,Ningxia Changyi Clean Energy Co Ltd,Ningxia Changyi Clean Energy Co Ltd,37.895778,106.693868,unknown,Asia,https://www.gem.wiki/Ningxia_Changyi_Clean_Energy_power_station,Ningxia
L100000101201,G100000112763,China,Unit 3,Ningxia Jinyuyuan Chemical power station,,宁夏金昱元化工集团公司自备电厂,50.0,operating,2006,,exact,Ningxia Jinyuyuan Chiemical Industry Group Co Ltd [100%],natural person(s) [94.7%]; Ningxia Yuxin Jiachuang Enterprise Management Partnership LP [5.3%],37.882771,106.02201,unknown,Asia,https://www.gem.wiki/Ningxia_Jinyuyuan_Chemical_power_station,Ningxia
L100000101201,G100000112764,China,Unit 4,Ningxia Jinyuyuan Chemical power station,,宁夏金昱元化工集团公司自备电厂,50.0,operating,2006,,exact,Ningxia Jinyuyuan Chiemical Industry Group Co Ltd [100%],natural person(s) [94.7%]; Ningxia Yuxin Jiachuang Enterprise Management Partnership LP [5.3%],37.882771,106.02201,unknown,Asia,https://www.gem.wiki/Ningxia_Jinyuyuan_Chemical_power_station,Ningxia
L100000101202,G100000113698,China,Unit 1,Ningxia Keenwin Energy power station,,宁夏开维能源宁夏生态纺织产业园热电,60.0,cancelled,,,approximate,Ningxia Eco Textile Industrial Park Energy Management Co Ltd [100%],Beijing Creative Distribution Automation Co Ltd [80.0%]; Yinchuan Innovation and Development Investment Group Co Ltd [20.0%],38.552492,106.339304,unknown,Asia,https://www.gem.wiki/Ningxia_Keenwin_Energy_power_station,Ningxia
L100000101202,G100000113699,China,Unit 2,Ningxia Keenwin Energy power station,,宁夏开维能源宁夏生态纺织产业园热电,60.0,cancelled,,,approximate,Ningxia Eco Textile Industrial Park Energy Management Co Ltd [100%],Beijing Creative Distribution Automation Co Ltd [80.0%]; Yinchuan Innovation and Development Investment Group Co Ltd [20.0%],38.552492,106.339304,unknown,Asia,https://www.gem.wiki/Ningxia_Keenwin_Energy_power_station,Ningxia
L100000101202,G100000113700,China,Unit 3,Ningxia Keenwin Energy power station,,宁夏开维能源宁夏生态纺织产业园热电,60.0,cancelled,,,approximate,Ningxia Eco Textile Industrial Park Energy Management Co Ltd [100%],Beijing Creative Distribution Automation Co Ltd [80.0%]; Yinchuan Innovation and Development Investment Group Co Ltd [20.0%],38.552492,106.339304,unknown,Asia,https://www.gem.wiki/Ningxia_Keenwin_Energy_power_station,Ningxia
L100000101203,G100000107478,China,Phase III Unit 5,Ningxia Lingwu power station,Huadian Ningxia Lingwu power station,华电宁夏灵武电厂,1000.0,cancelled,,,exact,China Huadian Ningxia Lingwu Electric POWER Co Ltd [100%],China Energy Investment Corp [65.0%]; Aluminum Corporation of China Ltd [24.8%]; Ningxia Huimin Investment and Financing Co Ltd [6.3%]; Beijing State-owned Capital Management Center [2.0%]; Ningxia State-owned Investment Management Co Ltd [1.7%]; Ningxia Guoyun Development Private Fund Partnership LP [0.2%],38.148333,106.345833,ultra-supercritical,Asia,https://www.gem.wiki/Ningxia_Lingwu_power_station,Ningxia
L100000101203,G100000107479,China,Phase III Unit 6,Ningxia Lingwu power station,Huadian Ningxia Lingwu power station,华电宁夏灵武电厂,1000.0,cancelled,,,exact,China Huadian Ningxia Lingwu Electric POWER Co Ltd [100%],China Energy Investment Corp [65.0%]; Aluminum Corporation of China Ltd [24.8%]; Ningxia Huimin Investment and Financing Co Ltd [6.3%]; Beijing State-owned Capital Management Center [2.0%]; Ningxia State-owned Investment Management Co Ltd [1.7%]; Ningxia Guoyun Development Private Fund Partnership LP [0.2%],38.148333,106.345833,ultra-supercritical,Asia,https://www.gem.wiki/Ningxia_Lingwu_power_station,Ningxia
L100000101203,G100000107476,China,Phase II Unit 3,Ningxia Lingwu power station,Huadian Ningxia Lingwu power station,华电宁夏灵武电厂,1060.0,operating,2010,,exact,China Huadian Ningxia Lingwu Electric POWER Co Ltd [100%],China Energy Investment Corp [65.0%]; Aluminum Corporation of China Ltd [24.8%]; Ningxia Huimin Investment and Financing Co Ltd [6.3%]; Beijing State-owned Capital Management Center [2.0%]; Ningxia State-owned Investment Management Co Ltd [1.7%]; Ningxia Guoyun Development Private Fund Partnership LP [0.2%],38.148333,106.345833,ultra-supercritical,Asia,https://www.gem.wiki/Ningxia_Lingwu_power_station,Ningxia
L100000101203,G100000107477,China,Phase II Unit 4,Ningxia Lingwu power station,Huadian Ningxia Lingwu power station,华电宁夏灵武电厂,1060.0,operating,2011,,exact,China Huadian Ningxia Lingwu Electric POWER Co Ltd [100%],China Energy Investment Corp [65.0%]; Aluminum Corporation of China Ltd [24.8%]; Ningxia Huimin Investment and Financing Co Ltd [6.3%]; Beijing State-owned Capital Management Center [2.0%]; Ningxia State-owned Investment Management Co Ltd [1.7%]; Ningxia Guoyun Development Private Fund Partnership LP [0.2%],38.148333,106.345833,ultra-supercritical,Asia,https://www.gem.wiki/Ningxia_Lingwu_power_station,Ningxia
L100000101203,G100000107474,China,Phase I Unit 1,Ningxia Lingwu power station,Huadian Ningxia Lingwu power station,华电宁夏灵武电厂,600.0,operating,2007,,exact,China Huadian Ningxia Lingwu Electric POWER Co Ltd [100%],China Energy Investment Corp [65.0%]; Aluminum Corporation of China Ltd [24.8%]; Ningxia Huimin Investment and Financing Co Ltd [6.3%]; Beijing State-owned Capital Management Center [2.0%]; Ningxia State-owned Investment Management Co Ltd [1.7%]; Ningxia Guoyun Development Private Fund Partnership LP [0.2%],38.148333,106.345833,subcritical,Asia,https://www.gem.wiki/Ningxia_Lingwu_power_station,Ningxia
L100000101203,G100000107475,China,Phase I Unit 2,Ningxia Lingwu power station,Huadian Ningxia Lingwu power station,华电宁夏灵武电厂,600.0,operating,2007,,exact,China Huadian Ningxia Lingwu Electric POWER Co Ltd [100%],China Energy Investment Corp [65.0%]; Aluminum Corporation of China Ltd [24.8%]; Ningxia Huimin Investment and Financing Co Ltd [6.3%]; Beijing State-owned Capital Management Center [2.0%]; Ningxia State-owned Investment Management Co Ltd [1.7%]; Ningxia Guoyun Development Private Fund Partnership LP [0.2%],38.148333,106.345833,subcritical,Asia,https://www.gem.wiki/Ningxia_Lingwu_power_station,Ningxia
L100000101204,G100000107480,China,Unit 1,Ningxia Liupanshan power station,"国能宁夏电力六盘山电厂 (Unit 3, Unit 4), 中铝宁夏能源六盘山热电厂 (Unit 1, Unit 2), ChinaEnergy Liupanshan power station (Unit 3, Unit 4)",宁夏六盘山电厂,330.0,operating,2010,,exact,Ningxia Generate Electricity Group Liupanshan Thermoelectricity Factory [100%],Aluminum Corporation of China Ltd [70.8%]; Ningxia Huimin Investment and Financing Co Ltd [18.0%]; Beijing State-owned Capital Management Center [5.7%]; Ningxia State-owned Investment Management Co Ltd [5.0%]; Ningxia Guoyun Development Private Fund Partnership LP [0.6%],36.044444,106.291944,subcritical,Asia,https://www.gem.wiki/Ningxia_Liupanshan_power_station,Ningxia
L100000101204,G100000107481,China,Unit 2,Ningxia Liupanshan power station,"国能宁夏电力六盘山电厂 (Unit 3, Unit 4), 中铝宁夏能源六盘山热电厂 (Unit 1, Unit 2), ChinaEnergy Liupanshan power station (Unit 3, Unit 4)",宁夏六盘山电厂,330.0,operating,2010,,exact,Ningxia Generate Electricity Group Liupanshan Thermoelectricity Factory [100%],Aluminum Corporation of China Ltd [70.8%]; Ningxia Huimin Investment and Financing Co Ltd [18.0%]; Beijing State-owned Capital Management Center [5.7%]; Ningxia State-owned Investment Management Co Ltd [5.0%]; Ningxia Guoyun Development Private Fund Partnership LP [0.6%],36.044444,106.291944,subcritical,Asia,https://www.gem.wiki/Ningxia_Liupanshan_power_station,Ningxia
L100000101204,G100000115370,China,Unit 3,Ningxia Liupanshan power station,"国能宁夏电力六盘山电厂 (Unit 3, Unit 4), 中铝宁夏能源六盘山热电厂 (Unit 1, Unit 2), ChinaEnergy Liupanshan power station (Unit 3, Unit 4)",宁夏六盘山电厂,1000.0,construction,,,exact,Ningxia Electric Power Co Ltd of National Energy Group [100%],China Energy Investment Corp [100.0%],36.044444,106.291944,ultra-supercritical,Asia,https://www.gem.wiki/Ningxia_Liupanshan_power_station,Ningxia
L100000101204,G100000115371,China,Unit 4,Ningxia Liupanshan power station,"国能宁夏电力六盘山电厂 (Unit 3, Unit 4), 中铝宁夏能源六盘山热电厂 (Unit 1, Unit 2), ChinaEnergy Liupanshan power station (Unit 3, Unit 4)",宁夏六盘山电厂,1000.0,construction,,,exact,Ningxia Electric Power Co Ltd of National Energy Group [100%],China Energy Investment Corp [100.0%],36.044444,106.291944,ultra-supercritical,Asia,https://www.gem.wiki/Ningxia_Liupanshan_power_station,Ningxia
L100000101205,G100000107482,China,Unit 3,Ningxia Meili power station,,中冶美利云自备热电站,50.0,operating,2001,,exact,Mcc Meili Cloud Computing Industry Investment Co Ltd [100%],Mcc Meili Cloud Computing Industry Investment Co Ltd [100.0%],37.512443,105.277701,subcritical,Asia,https://www.gem.wiki/Ningxia_Meili_power_station,Ningxia
L100000101205,G100000107483,China,Unit 4,Ningxia Meili power station,,中冶美利云自备热电站,50.0,operating,2001,,exact,Mcc Meili Cloud Computing Industry Investment Co Ltd [100%],Mcc Meili Cloud Computing Industry Investment Co Ltd [100.0%],37.512443,105.277701,subcritical,Asia,https://www.gem.wiki/Ningxia_Meili_power_station,Ningxia
L100000101205,G100000107484,China,Unit 5,Ningxia Meili power station,,中冶美利云自备热电站,50.0,operating,2001,,exact,Mcc Meili Cloud Computing Industry Investment Co Ltd [100%],Mcc Meili Cloud Computing Industry Investment Co Ltd [100.0%],37.512443,105.277701,subcritical,Asia,https://www.gem.wiki/Ningxia_Meili_power_station,Ningxia
L100000101206,G100000112960,China,Unit 3,Ningxia Olefin power station,,神华宁煤烯烃公司自备电厂,50.0,operating,2010,,exact,China ENERGY Group Ningxia Coal Industry Co Ltd [100%],China Energy Investment Corp [51.0%]; Ningxia State-owned Investment Management Co Ltd [49.0%],38.184462,106.640733,unknown,Asia,https://www.gem.wiki/Ningxia_Olefin_power_station,Ningxia
L100000101206,G100000112961,China,Unit 4,Ningxia Olefin power station,,神华宁煤烯烃公司自备电厂,50.0,operating,2010,,exact,China ENERGY Group Ningxia Coal Industry Co Ltd [100%],China Energy Investment Corp [51.0%]; Ningxia State-owned Investment Management Co Ltd [49.0%],38.184462,106.640733,unknown,Asia,https://www.gem.wiki/Ningxia_Olefin_power_station,Ningxia
L100000101207,G100000114054,China,Phase II Unit 4,Ningxia Risheng Gaoxin Captive power station,,宁夏日盛高新产业股份热电,30.0,operating,2023,,exact,Ningxia Risheng High-tech Industry Co Ltd [100%],Ningxia Risheng High-tech Industry Co Ltd [100.0%],39.288525,106.763774,unknown,Asia,https://www.gem.wiki/Ningxia_Risheng_Gaoxin_Captive_power_station,Ningxia
L100000101207,G100000114742,China,Phase II Unit 5,Ningxia Risheng Gaoxin Captive power station,,宁夏日盛高新产业股份热电,75.0,cancelled,,,exact,Ningxia Risheng High-tech Industry Co Ltd [100%],Ningxia Risheng High-tech Industry Co Ltd [100.0%],39.288525,106.763774,unknown,Asia,https://www.gem.wiki/Ningxia_Risheng_Gaoxin_Captive_power_station,Ningxia
L100000101207,G100000114743,China,Phase II Unit 6,Ningxia Risheng Gaoxin Captive power station,,宁夏日盛高新产业股份热电,75.0,cancelled,,,exact,Ningxia Risheng High-tech Industry Co Ltd [100%],Ningxia Risheng High-tech Industry Co Ltd [100.0%],39.288525,106.763774,unknown,Asia,https://www.gem.wiki/Ningxia_Risheng_Gaoxin_Captive_power_station,Ningxia
L100000101207,G100000113695,China,Unit 1,Ningxia Risheng Gaoxin Captive power station,,宁夏日盛高新产业股份热电,30.0,operating,2018,,exact,Ningxia Risheng High-tech Industry Co Ltd [100%],Ningxia Risheng High-tech Industry Co Ltd [100.0%],39.288525,106.763774,unknown,Asia,https://www.gem.wiki/Ningxia_Risheng_Gaoxin_Captive_power_station,Ningxia
L100000101207,G100000113696,China,Unit 2,Ningxia Risheng Gaoxin Captive power station,,宁夏日盛高新产业股份热电,30.0,operating,2018,,exact,Ningxia Risheng High-tech Industry Co Ltd [100%],Ningxia Risheng High-tech Industry Co Ltd [100.0%],39.288525,106.763774,unknown,Asia,https://www.gem.wiki/Ningxia_Risheng_Gaoxin_Captive_power_station,Ningxia
L100000101207,G100000113697,China,Unit 3,Ningxia Risheng Gaoxin Captive power station,,宁夏日盛高新产业股份热电,30.0,operating,2018,,exact,Ningxia Risheng High-tech Industry Co Ltd [100%],Ningxia Risheng High-tech Industry Co Ltd [100.0%],39.288525,106.763774,unknown,Asia,https://www.gem.wiki/Ningxia_Risheng_Gaoxin_Captive_power_station,Ningxia
L100000104463,G100000113914,China,Unit 1,Ningxia Tianrui Cogen power station,,宁夏天瑞热电,50.0,retired,,2018,exact,Ningxia Tianrui Thermal Energy Supply Co Ltd [100%],Ningxia Dadi Circular Development Corp Ltd [100.0%],38.912007,106.430301,unknown,Asia,https://www.gem.wiki/Ningxia_Tianrui_Cogen_power_station,Ningxia
L100000104463,G100000113915,China,Unit 2,Ningxia Tianrui Cogen power station,,宁夏天瑞热电,60.0,retired,,2018,exact,Ningxia Tianrui Thermal Energy Supply Co Ltd [100%],Ningxia Dadi Circular Development Corp Ltd [100.0%],38.912007,106.430301,unknown,Asia,https://www.gem.wiki/Ningxia_Tianrui_Cogen_power_station,Ningxia
L100000104463,G100000114740,China,Unit 3,Ningxia Tianrui Cogen power station,,宁夏天瑞热电,50.0,operating,2017,,exact,Ningxia Tianrui Thermal Energy Supply Co Ltd [100%],Ningxia Dadi Circular Development Corp Ltd [100.0%],38.912007,106.430301,unknown,Asia,https://www.gem.wiki/Ningxia_Tianrui_Cogen_power_station,Ningxia
L100000104463,G100000114741,China,Unit 4,Ningxia Tianrui Cogen power station,,宁夏天瑞热电,50.0,operating,2017,,exact,Ningxia Tianrui Thermal Energy Supply Co Ltd [100%],Ningxia Dadi Circular Development Corp Ltd [100.0%],38.912007,106.430301,unknown,Asia,https://www.gem.wiki/Ningxia_Tianrui_Cogen_power_station,Ningxia
L100000101185,G100000101750,China,Unit 1,Ningxia Zaoquan power station,黎阳电厂,浙能宁夏枣泉发电厂,660.0,operating,2017,,exact,Ningxia Zaoquan Power Generation Co Ltd [100%],Zhejiang Zheneng Electric Power Co Ltd [51.0%]; State Power Investment Corp Ltd [37.3%]; Ningxia State-owned Investment Management Co Ltd [11.7%],38.0462,106.6058,ultra-supercritical,Asia,https://www.gem.wiki/Ningxia_Zaoquan_power_station,Ningxia
L100000101185,G100000101751,China,Unit 2,Ningxia Zaoquan power station,黎阳电厂,浙能宁夏枣泉发电厂,660.0,operating,2017,,exact,Ningxia Zaoquan Power Generation Co Ltd [100%],Zhejiang Zheneng Electric Power Co Ltd [51.0%]; State Power Investment Corp Ltd [37.3%]; Ningxia State-owned Investment Management Co Ltd [11.7%],38.0462,106.6058,ultra-supercritical,Asia,https://www.gem.wiki/Ningxia_Zaoquan_power_station,Ningxia
L100000101208,G100000107485,China,Unit 1,Ningxia Zhongning-2 power station,"京能宁东发电公司中宁发电项目 (Unit 3, Unit 4), 天元锰业宁夏中宁发电厂 (Unit 1, Unit 2)",宁夏中宁发电厂,330.0,operating,2005,,exact,Ningxia Zhongning Power Generation Co Ltd [100%],Ningxia Tianyuan Manganese Industry Group Co Ltd [100.0%],37.589444,105.706389,subcritical,Asia,https://www.gem.wiki/Ningxia_Zhongning-2_power_station,Ningxia
