gem-location-id,gem-unit/phase-id,country/area,unit-name,plant-name,plant-name-(other),plant-name-(local),capacity-(mw),status,start-year,retired-year,location-accuracy,owner,parent,lat,lng,combustion-technology,region,url,"subnational-unit-(province,-state)"
L100000101739,G100000105160,China,Phase III Unit 8,Jiaxing power station,"浙能嘉华发电公司二期 (Phase III Unit 1 & 2, Phase IV Unit 9 & 10), 浙能嘉兴发电厂二期 (Unit3 - 6), 浙能嘉兴发电厂一期 (Unit 1-2), 浙能嘉兴电厂四期 (Unit 9-10)",浙能嘉兴发电厂,1000.0,operating,2011,,exact,Zhejiang Zheneng Jiahua Power Generator Co Ltd [100%],Zhejiang Zheneng Electric Power Co Ltd [77.0%]; GD POWER Development Co Ltd [11.5%]; China Shenhua Energy Co Ltd [8.5%]; unknown [3.0%],30.62804,121.14422,ultra-supercritical,Asia,https://www.gem.wiki/Jiaxing_power_station,Zhejiang
L100000101739,G100000105155,China,Phase II Unit 3,Jiaxing power station,"浙能嘉华发电公司二期 (Phase III Unit 1 & 2, Phase IV Unit 9 & 10), 浙能嘉兴发电厂二期 (Unit3 - 6), 浙能嘉兴发电厂一期 (Unit 1-2), 浙能嘉兴电厂四期 (Unit 9-10)",浙能嘉兴发电厂,600.0,operating,2004,,exact,Zhejiang Zheneng Jiahua Power Generator Co Ltd [100%],Zhejiang Zheneng Electric Power Co Ltd [77.0%]; GD POWER Development Co Ltd [11.5%]; China Shenhua Energy Co Ltd [8.5%]; unknown [3.0%],30.62804,121.14422,subcritical,Asia,https://www.gem.wiki/Jiaxing_power_station,Zhejiang
L100000101739,G100000105156,China,Phase II Unit 4,Jiaxing power station,"浙能嘉华发电公司二期 (Phase III Unit 1 & 2, Phase IV Unit 9 & 10), 浙能嘉兴发电厂二期 (Unit3 - 6), 浙能嘉兴发电厂一期 (Unit 1-2), 浙能嘉兴电厂四期 (Unit 9-10)",浙能嘉兴发电厂,600.0,operating,2004,,exact,Zhejiang Zheneng Jiahua Power Generator Co Ltd [100%],Zhejiang Zheneng Electric Power Co Ltd [77.0%]; GD POWER Development Co Ltd [11.5%]; China Shenhua Energy Co Ltd [8.5%]; unknown [3.0%],30.62804,121.14422,subcritical,Asia,https://www.gem.wiki/Jiaxing_power_station,Zhejiang
L100000101739,G100000105157,China,Phase II Unit 5,Jiaxing power station,"浙能嘉华发电公司二期 (Phase III Unit 1 & 2, Phase IV Unit 9 & 10), 浙能嘉兴发电厂二期 (Unit3 - 6), 浙能嘉兴发电厂一期 (Unit 1-2), 浙能嘉兴电厂四期 (Unit 9-10)",浙能嘉兴发电厂,600.0,operating,2005,,exact,Zhejiang Zheneng Jiahua Power Generator Co Ltd [100%],Zhejiang Zheneng Electric Power Co Ltd [77.0%]; GD POWER Development Co Ltd [11.5%]; China Shenhua Energy Co Ltd [8.5%]; unknown [3.0%],30.62804,121.14422,subcritical,Asia,https://www.gem.wiki/Jiaxing_power_station,Zhejiang
L100000101739,G100000105158,China,Phase II Unit 6,Jiaxing power station,"浙能嘉华发电公司二期 (Phase III Unit 1 & 2, Phase IV Unit 9 & 10), 浙能嘉兴发电厂二期 (Unit3 - 6), 浙能嘉兴发电厂一期 (Unit 1-2), 浙能嘉兴电厂四期 (Unit 9-10)",浙能嘉兴发电厂,600.0,operating,2005,,exact,Zhejiang Zheneng Jiahua Power Generator Co Ltd [100%],Zhejiang Zheneng Electric Power Co Ltd [77.0%]; GD POWER Development Co Ltd [11.5%]; China Shenhua Energy Co Ltd [8.5%]; unknown [3.0%],30.62804,121.14422,subcritical,Asia,https://www.gem.wiki/Jiaxing_power_station,Zhejiang
L100000101739,G100000105153,China,Phase I Unit 1,Jiaxing power station,"浙能嘉华发电公司二期 (Phase III Unit 1 & 2, Phase IV Unit 9 & 10), 浙能嘉兴发电厂二期 (Unit3 - 6), 浙能嘉兴发电厂一期 (Unit 1-2), 浙能嘉兴电厂四期 (Unit 9-10)",浙能嘉兴发电厂,330.0,operating,1995,,exact,Zhejiang Zheneng Jiaxing Power Co Ltd [100%],Zhejiang Zheneng Electric Power Co Ltd [70.0%]; Shanxi State-Owned Capital Investment and Operation Co Ltd [17.3%]; Jinneng Group Co Ltd [6.5%]; unknown [4.3%]; Jinneng Holding Group Co Ltd [1.9%],30.62804,121.14422,subcritical,Asia,https://www.gem.wiki/Jiaxing_power_station,Zhejiang
L100000101739,G100000105154,China,Phase I Unit 2,Jiaxing power station,"浙能嘉华发电公司二期 (Phase III Unit 1 & 2, Phase IV Unit 9 & 10), 浙能嘉兴发电厂二期 (Unit3 - 6), 浙能嘉兴发电厂一期 (Unit 1-2), 浙能嘉兴电厂四期 (Unit 9-10)",浙能嘉兴发电厂,300.0,operating,1995,,exact,Zhejiang Zheneng Jiaxing Power Co Ltd [100%],Zhejiang Zheneng Electric Power Co Ltd [70.0%]; Shanxi State-Owned Capital Investment and Operation Co Ltd [17.3%]; Jinneng Group Co Ltd [6.5%]; unknown [4.3%]; Jinneng Holding Group Co Ltd [1.9%],30.62804,121.14422,subcritical,Asia,https://www.gem.wiki/Jiaxing_power_station,Zhejiang
L100000101739,G100000115881,China,Phase IV Unit 10,Jiaxing power station,"浙能嘉华发电公司二期 (Phase III Unit 1 & 2, Phase IV Unit 9 & 10), 浙能嘉兴发电厂二期 (Unit3 - 6), 浙能嘉兴发电厂一期 (Unit 1-2), 浙能嘉兴电厂四期 (Unit 9-10)",浙能嘉兴发电厂,1000.0,construction,,,exact,Zhejiang Zheneng Jiahua Power Generator Co Ltd [100%],Zhejiang Zheneng Electric Power Co Ltd [77.0%]; GD POWER Development Co Ltd [11.5%]; China Shenhua Energy Co Ltd [8.5%]; unknown [3.0%],30.62804,121.14422,ultra-supercritical,Asia,https://www.gem.wiki/Jiaxing_power_station,Zhejiang
L100000101739,G100000115880,China,Phase IV Unit 9,Jiaxing power station,"浙能嘉华发电公司二期 (Phase III Unit 1 & 2, Phase IV Unit 9 & 10), 浙能嘉兴发电厂二期 (Unit3 - 6), 浙能嘉兴发电厂一期 (Unit 1-2), 浙能嘉兴电厂四期 (Unit 9-10)",浙能嘉兴发电厂,1000.0,construction,2025,,exact,Zhejiang Zheneng Jiahua Power Generator Co Ltd [100%],Zhejiang Zheneng Electric Power Co Ltd [77.0%]; GD POWER Development Co Ltd [11.5%]; China Shenhua Energy Co Ltd [8.5%]; unknown [3.0%],30.62804,121.14422,ultra-supercritical,Asia,https://www.gem.wiki/Jiaxing_power_station,Zhejiang
L100000101738,G100000112781,China,Unit 1,Jiaxing Xinjia'aisi Cogen power station,,嘉兴新嘉爱斯热电,50.0,operating,2006,,exact,Jiaxing Xinjia Aisi Thermoelectricity Co Ltd [100%],ZJMI Environmental Energy Co Ltd [70.0%]; Zhejiang Huzhou Xingkang Industry Investment Co Ltd [24.2%]; Zhejiang Lecheng Investment Co Ltd [5.8%],30.844121,120.719258,unknown,Asia,https://www.gem.wiki/Jiaxing_Xinjia'aisi_Cogen_power_station,Zhejiang
L100000101738,G100000112780,China,Unit 3,Jiaxing Xinjia'aisi Cogen power station,,嘉兴新嘉爱斯热电,50.0,operating,2011,,exact,Jiaxing Xinjia Aisi Thermoelectricity Co Ltd [100%],ZJMI Environmental Energy Co Ltd [70.0%]; Zhejiang Huzhou Xingkang Industry Investment Co Ltd [24.2%]; Zhejiang Lecheng Investment Co Ltd [5.8%],30.844121,120.719258,unknown,Asia,https://www.gem.wiki/Jiaxing_Xinjia'aisi_Cogen_power_station,Zhejiang
L100000100329,G100000105161,China,Unit 1,Jiayuguan Aluminum power station,"东兴铝业嘉峪关自备电厂, 酒钢自备电厂三厂; Jisco-3",酒钢铝电自备电厂,350.0,operating,2012,,exact,Jiayuguan Hongsheng Electric Heat Co Ltd [100%],Jiuquan Iron and Steel (Group) Co Ltd [68.4%]; Gansu Provincial State-owned Assets Investment Group Co Ltd [31.6%],39.846096,98.21125,supercritical,Asia,https://www.gem.wiki/Jiayuguan_Aluminum_power_station,Gansu
L100000100329,G100000105162,China,Unit 2,Jiayuguan Aluminum power station,"东兴铝业嘉峪关自备电厂, 酒钢自备电厂三厂; Jisco-3",酒钢铝电自备电厂,350.0,operating,2013,,exact,Jiayuguan Hongsheng Electric Heat Co Ltd [100%],Jiuquan Iron and Steel (Group) Co Ltd [68.4%]; Gansu Provincial State-owned Assets Investment Group Co Ltd [31.6%],39.846096,98.21125,supercritical,Asia,https://www.gem.wiki/Jiayuguan_Aluminum_power_station,Gansu
L100000100329,G100000105163,China,Unit 3,Jiayuguan Aluminum power station,"东兴铝业嘉峪关自备电厂, 酒钢自备电厂三厂; Jisco-3",酒钢铝电自备电厂,350.0,operating,2015,,exact,Jiayuguan Hongsheng Electric Heat Co Ltd [100%],Jiuquan Iron and Steel (Group) Co Ltd [68.4%]; Gansu Provincial State-owned Assets Investment Group Co Ltd [31.6%],39.846096,98.21125,supercritical,Asia,https://www.gem.wiki/Jiayuguan_Aluminum_power_station,Gansu
L100000100329,G100000105164,China,Unit 4,Jiayuguan Aluminum power station,"东兴铝业嘉峪关自备电厂, 酒钢自备电厂三厂; Jisco-3",酒钢铝电自备电厂,350.0,operating,2015,,exact,Jiayuguan Hongsheng Electric Heat Co Ltd [100%],Jiuquan Iron and Steel (Group) Co Ltd [68.4%]; Gansu Provincial State-owned Assets Investment Group Co Ltd [31.6%],39.846096,98.21125,supercritical,Asia,https://www.gem.wiki/Jiayuguan_Aluminum_power_station,Gansu
L100000101486,G100000105165,China,Unit 1,Jiexiu Chongguang power station,Jiexiu Gangue power station,山西国际能源介休崇光低热值煤电厂,350.0,operating,2020,,exact,Shanxi Chongguang Power Generation Co Ltd [100%],Shanxi Anyi Hongshan PORCELAIN Co Ltd [22.5%]; Jiexiu Yihong Investment Co Ltd [21.6%]; Shanxi State-Owned Capital Investment and Operation Co Ltd [21.6%]; KEPCO Shanxi International [17.3%]; Shanxi Ansheng Technology Development Co Ltd [4.9%]; KEPCO Woori sprott Global Prive [4.1%]; Power Development [3.6%]; Shanxi Gemeng International Energy Group Co Ltd [2.4%]; unknown [2.0%],37.106543,111.995598,supercritical,Asia,https://www.gem.wiki/Jiexiu_Chongguang_power_station,Shanxi
L100000101486,G100000105166,China,Unit 2,Jiexiu Chongguang power station,Jiexiu Gangue power station,山西国际能源介休崇光低热值煤电厂,350.0,operating,2021,,exact,Shanxi Chongguang Power Generation Co Ltd [100%],Shanxi Anyi Hongshan PORCELAIN Co Ltd [22.5%]; Jiexiu Yihong Investment Co Ltd [21.6%]; Shanxi State-Owned Capital Investment and Operation Co Ltd [21.6%]; KEPCO Shanxi International [17.3%]; Shanxi Ansheng Technology Development Co Ltd [4.9%]; KEPCO Woori sprott Global Prive [4.1%]; Power Development [3.6%]; Shanxi Gemeng International Energy Group Co Ltd [2.4%]; unknown [2.0%],37.106543,111.995598,supercritical,Asia,https://www.gem.wiki/Jiexiu_Chongguang_power_station,Shanxi
L100000100350,G100000101736,China,Phase II Unit 3,Jieyang Qianzhan power station,"CPI Guangdong Jieyang Qianzhan power station, 中电投前詹港电有限公司, 揭东能源公司",国家电投前詹发电厂,1000.0,cancelled,,,exact,China Power Investment Qianzhan Gangdian Co Ltd [100%],China Power International Ltd [100.0%],22.935467,116.391667,ultra-supercritical,Asia,https://www.gem.wiki/Jieyang_Qianzhan_power_station,Guangdong
L100000100350,G100000101737,China,Phase II Unit 4,Jieyang Qianzhan power station,"CPI Guangdong Jieyang Qianzhan power station, 中电投前詹港电有限公司, 揭东能源公司",国家电投前詹发电厂,1000.0,cancelled,,,exact,China Power Investment Qianzhan Gangdian Co Ltd [100%],China Power International Ltd [100.0%],22.935467,116.391667,ultra-supercritical,Asia,https://www.gem.wiki/Jieyang_Qianzhan_power_station,Guangdong
L100000100350,G100000101734,China,Phase I Unit 1,Jieyang Qianzhan power station,"CPI Guangdong Jieyang Qianzhan power station, 中电投前詹港电有限公司, 揭东能源公司",国家电投前詹发电厂,1000.0,construction,2026,,exact,China Power Investment Qianzhan Gangdian Co Ltd [100%],China Power International Ltd [100.0%],22.935467,116.391667,ultra-supercritical,Asia,https://www.gem.wiki/Jieyang_Qianzhan_power_station,Guangdong
L100000100350,G100000101735,China,Phase I Unit 2,Jieyang Qianzhan power station,"CPI Guangdong Jieyang Qianzhan power station, 中电投前詹港电有限公司, 揭东能源公司",国家电投前詹发电厂,1000.0,construction,2027,,exact,China Power Investment Qianzhan Gangdian Co Ltd [100%],China Power International Ltd [100.0%],22.935467,116.391667,ultra-supercritical,Asia,https://www.gem.wiki/Jieyang_Qianzhan_power_station,Guangdong
L100000104998,G100000115883,China,Unit 1,Jili Baikuang power station,,"百色2×660MW清洁高效煤电项目, 吉利百矿集团有限公司清洁高效煤电项目",660.0,permitted,2025,,approximate,Guangxi Baikuang Chaoyuan Power Generation Co Ltd [100%],Guangxi Baikuang Chaoyuan Power Generation Co Ltd [100.0%],23.7861593,106.8198335,ultra-supercritical,Asia,https://www.gem.wiki/Jili_Baikuang_power_station,Guangxi
L100000104998,G100000115884,China,Unit 2,Jili Baikuang power station,,"百色2×660MW清洁高效煤电项目, 吉利百矿集团有限公司清洁高效煤电项目",660.0,permitted,2025,,approximate,Guangxi Baikuang Chaoyuan Power Generation Co Ltd [100%],Guangxi Baikuang Chaoyuan Power Generation Co Ltd [100.0%],23.7861593,106.8198335,ultra-supercritical,Asia,https://www.gem.wiki/Jili_Baikuang_power_station,Guangxi
L100000101103,G100000105171,China,Unit 2,Jilin City Works power station,动力一厂,中石油吉化自备电厂,50.0,operating,1984,,exact,Jilin Jihua Group Co [100%],China National Petroleum Corp [100.0%],43.903855,126.597831,subcritical,Asia,https://www.gem.wiki/Jilin_City_Works_power_station,Jilin
L100000101103,G100000105172,China,Unit 3,Jilin City Works power station,动力一厂,中石油吉化自备电厂,50.0,operating,1994,,exact,Jilin Jihua Group Co [100%],China National Petroleum Corp [100.0%],43.903855,126.597831,subcritical,Asia,https://www.gem.wiki/Jilin_City_Works_power_station,Jilin
L100000101094,G100000114819,China,Unit 1,Jilin cogen power station,"国能吉林热电厂“等容量替换”2×350MW热电联产项目, Jilin Longtan power station, Jilin power station, 吉林龙潭热电厂",国电吉林热电厂,35.0,retired,,2011,exact,Guoneng Jilin Longhua Thermal Power Co Ltd Jilin Thermal Power Plant [100%],China Energy Investment Corp [82.9%]; Jilin Mingmen Electric Power Industry Group Co [9.0%]; Guodian Jilin Longhua Thermoelectricity Co Ltd [7.7%]; unknown [0.4%],43.899596,126.570146,subcritical,Asia,https://www.gem.wiki/Jilin_cogen_power_station,Jilin
L100000101094,G100000103317,China,Unit 10,Jilin cogen power station,"国能吉林热电厂“等容量替换”2×350MW热电联产项目, Jilin Longtan power station, Jilin power station, 吉林龙潭热电厂",国电吉林热电厂,220.0,operating,1988,,exact,Guoneng Jilin Longhua Thermal Power Co Ltd Jilin Thermal Power Plant [100%],China Energy Investment Corp [82.9%]; Jilin Mingmen Electric Power Industry Group Co [9.0%]; Guodian Jilin Longhua Thermoelectricity Co Ltd [7.7%]; unknown [0.4%],43.899596,126.570146,subcritical,Asia,https://www.gem.wiki/Jilin_cogen_power_station,Jilin
L100000101094,G100000103318,China,Unit 11,Jilin cogen power station,"国能吉林热电厂“等容量替换”2×350MW热电联产项目, Jilin Longtan power station, Jilin power station, 吉林龙潭热电厂",国电吉林热电厂,220.0,operating,1989,,exact,Guoneng Jilin Longhua Thermal Power Co Ltd Jilin Thermal Power Plant [100%],China Energy Investment Corp [82.9%]; Jilin Mingmen Electric Power Industry Group Co [9.0%]; Guodian Jilin Longhua Thermoelectricity Co Ltd [7.7%]; unknown [0.4%],43.899596,126.570146,subcritical,Asia,https://www.gem.wiki/Jilin_cogen_power_station,Jilin
L100000101094,G100000103319,China,Unit 12,Jilin cogen power station,"国能吉林热电厂“等容量替换”2×350MW热电联产项目, Jilin Longtan power station, Jilin power station, 吉林龙潭热电厂",国电吉林热电厂,350.0,permitted,2026,,exact,Guoneng Jilin Longhua Thermal Power Co Ltd Jilin Thermal Power Plant [100%],China Energy Investment Corp [82.9%]; Jilin Mingmen Electric Power Industry Group Co [9.0%]; Guodian Jilin Longhua Thermoelectricity Co Ltd [7.7%]; unknown [0.4%],43.899596,126.570146,supercritical,Asia,https://www.gem.wiki/Jilin_cogen_power_station,Jilin
L100000101094,G100000103320,China,Unit 13,Jilin cogen power station,"国能吉林热电厂“等容量替换”2×350MW热电联产项目, Jilin Longtan power station, Jilin power station, 吉林龙潭热电厂",国电吉林热电厂,350.0,permitted,2026,,exact,Guoneng Jilin Longhua Thermal Power Co Ltd Jilin Thermal Power Plant [100%],China Energy Investment Corp [82.9%]; Jilin Mingmen Electric Power Industry Group Co [9.0%]; Guodian Jilin Longhua Thermoelectricity Co Ltd [7.7%]; unknown [0.4%],43.899596,126.570146,supercritical,Asia,https://www.gem.wiki/Jilin_cogen_power_station,Jilin
L100000101094,G100000114820,China,Unit 2,Jilin cogen power station,"国能吉林热电厂“等容量替换”2×350MW热电联产项目, Jilin Longtan power station, Jilin power station, 吉林龙潭热电厂",国电吉林热电厂,35.0,retired,,2011,exact,Guoneng Jilin Longhua Thermal Power Co Ltd Jilin Thermal Power Plant [100%],China Energy Investment Corp [82.9%]; Jilin Mingmen Electric Power Industry Group Co [9.0%]; Guodian Jilin Longhua Thermoelectricity Co Ltd [7.7%]; unknown [0.4%],43.899596,126.570146,subcritical,Asia,https://www.gem.wiki/Jilin_cogen_power_station,Jilin
L100000101094,G100000114821,China,Unit 3,Jilin cogen power station,"国能吉林热电厂“等容量替换”2×350MW热电联产项目, Jilin Longtan power station, Jilin power station, 吉林龙潭热电厂",国电吉林热电厂,35.0,retired,,2011,exact,Guoneng Jilin Longhua Thermal Power Co Ltd Jilin Thermal Power Plant [100%],China Energy Investment Corp [82.9%]; Jilin Mingmen Electric Power Industry Group Co [9.0%]; Guodian Jilin Longhua Thermoelectricity Co Ltd [7.7%]; unknown [0.4%],43.899596,126.570146,subcritical,Asia,https://www.gem.wiki/Jilin_cogen_power_station,Jilin
L100000101094,G100000114822,China,Unit 4,Jilin cogen power station,"国能吉林热电厂“等容量替换”2×350MW热电联产项目, Jilin Longtan power station, Jilin power station, 吉林龙潭热电厂",国电吉林热电厂,35.0,retired,,2011,exact,Guoneng Jilin Longhua Thermal Power Co Ltd Jilin Thermal Power Plant [100%],China Energy Investment Corp [82.9%]; Jilin Mingmen Electric Power Industry Group Co [9.0%]; Guodian Jilin Longhua Thermoelectricity Co Ltd [7.7%]; unknown [0.4%],43.899596,126.570146,subcritical,Asia,https://www.gem.wiki/Jilin_cogen_power_station,Jilin
L100000101094,G100000114218,China,Unit 5,Jilin cogen power station,"国能吉林热电厂“等容量替换”2×350MW热电联产项目, Jilin Longtan power station, Jilin power station, 吉林龙潭热电厂",国电吉林热电厂,65.0,retired,,2011,exact,Guoneng Jilin Longhua Thermal Power Co Ltd Jilin Thermal Power Plant [100%],China Energy Investment Corp [82.9%]; Jilin Mingmen Electric Power Industry Group Co [9.0%]; Guodian Jilin Longhua Thermoelectricity Co Ltd [7.7%]; unknown [0.4%],43.899596,126.570146,subcritical,Asia,https://www.gem.wiki/Jilin_cogen_power_station,Jilin
L100000101094,G100000114219,China,Unit 6,Jilin cogen power station,"国能吉林热电厂“等容量替换”2×350MW热电联产项目, Jilin Longtan power station, Jilin power station, 吉林龙潭热电厂",国电吉林热电厂,65.0,retired,,2011,exact,Guoneng Jilin Longhua Thermal Power Co Ltd Jilin Thermal Power Plant [100%],China Energy Investment Corp [82.9%]; Jilin Mingmen Electric Power Industry Group Co [9.0%]; Guodian Jilin Longhua Thermoelectricity Co Ltd [7.7%]; unknown [0.4%],43.899596,126.570146,subcritical,Asia,https://www.gem.wiki/Jilin_cogen_power_station,Jilin
L100000101094,G100000103321,China,Unit 7,Jilin cogen power station,"国能吉林热电厂“等容量替换”2×350MW热电联产项目, Jilin Longtan power station, Jilin power station, 吉林龙潭热电厂",国电吉林热电厂,65.0,retired,1959,2013,exact,Guoneng Jilin Longhua Thermal Power Co Ltd Jilin Thermal Power Plant [100%],China Energy Investment Corp [82.9%]; Jilin Mingmen Electric Power Industry Group Co [9.0%]; Guodian Jilin Longhua Thermoelectricity Co Ltd [7.7%]; unknown [0.4%],43.899596,126.570146,subcritical,Asia,https://www.gem.wiki/Jilin_cogen_power_station,Jilin
L100000101094,G100000103315,China,Unit 8,Jilin cogen power station,"国能吉林热电厂“等容量替换”2×350MW热电联产项目, Jilin Longtan power station, Jilin power station, 吉林龙潭热电厂",国电吉林热电厂,125.0,operating,2000,,exact,Guoneng Jilin Longhua Thermal Power Co Ltd Jilin Thermal Power Plant [100%],China Energy Investment Corp [82.9%]; Jilin Mingmen Electric Power Industry Group Co [9.0%]; Guodian Jilin Longhua Thermoelectricity Co Ltd [7.7%]; unknown [0.4%],43.899596,126.570146,subcritical,Asia,https://www.gem.wiki/Jilin_cogen_power_station,Jilin
L100000101094,G100000103316,China,Unit 9,Jilin cogen power station,"国能吉林热电厂“等容量替换”2×350MW热电联产项目, Jilin Longtan power station, Jilin power station, 吉林龙潭热电厂",国电吉林热电厂,125.0,operating,2001,,exact,Guoneng Jilin Longhua Thermal Power Co Ltd Jilin Thermal Power Plant [100%],China Energy Investment Corp [82.9%]; Jilin Mingmen Electric Power Industry Group Co [9.0%]; Guodian Jilin Longhua Thermoelectricity Co Ltd [7.7%]; unknown [0.4%],43.899596,126.570146,subcritical,Asia,https://www.gem.wiki/Jilin_cogen_power_station,Jilin
L100000101094,G100000103322,China,Unit A,Jilin cogen power station,"国能吉林热电厂“等容量替换”2×350MW热电联产项目, Jilin Longtan power station, Jilin power station, 吉林龙潭热电厂",国电吉林热电厂,50.0,retired,1960,2013,exact,Guoneng Jilin Longhua Thermal Power Co Ltd Jilin Thermal Power Plant [100%],China Energy Investment Corp [82.9%]; Jilin Mingmen Electric Power Industry Group Co [9.0%]; Guodian Jilin Longhua Thermoelectricity Co Ltd [7.7%]; unknown [0.4%],43.899596,126.570146,subcritical,Asia,https://www.gem.wiki/Jilin_cogen_power_station,Jilin
L100000101094,G100000103323,China,Unit B,Jilin cogen power station,"国能吉林热电厂“等容量替换”2×350MW热电联产项目, Jilin Longtan power station, Jilin power station, 吉林龙潭热电厂",国电吉林热电厂,50.0,retired,1960,2013,exact,Guoneng Jilin Longhua Thermal Power Co Ltd Jilin Thermal Power Plant [100%],China Energy Investment Corp [82.9%]; Jilin Mingmen Electric Power Industry Group Co [9.0%]; Guodian Jilin Longhua Thermoelectricity Co Ltd [7.7%]; unknown [0.4%],43.899596,126.570146,subcritical,Asia,https://www.gem.wiki/Jilin_cogen_power_station,Jilin
L100000104771,G100000114847,China,New Unit 1,Jilin Dongfang power station,Jilin Dongguan power station relocation project 东关热电厂,"吉林市怡东热电有限公司整体搬迁工程, 吉林市东方电力公司整体搬迁新建发电厂",50.0,permitted,,,exact,Jilin Dongfang Electric Power Co Ltd [100%],Jilin Hongze Investment Co Ltd [100.0%],43.85622,126.585371,subcritical,Asia,https://www.gem.wiki/Jilin_Dongfang_power_station,Jilin
L100000104771,G100000114848,China,New Unit 2,Jilin Dongfang power station,Jilin Dongguan power station relocation project 东关热电厂,"吉林市怡东热电有限公司整体搬迁工程, 吉林市东方电力公司整体搬迁新建发电厂",50.0,permitted,,,exact,Jilin Dongfang Electric Power Co Ltd [100%],Jilin Hongze Investment Co Ltd [100.0%],43.8423213,126.613131,subcritical,Asia,https://www.gem.wiki/Jilin_Dongfang_power_station,Jilin
L100000104771,G100000114849,China,New Unit 3,Jilin Dongfang power station,Jilin Dongguan power station relocation project 东关热电厂,"吉林市怡东热电有限公司整体搬迁工程, 吉林市东方电力公司整体搬迁新建发电厂",50.0,permitted,,,exact,Jilin Dongfang Electric Power Co Ltd [100%],Jilin Hongze Investment Co Ltd [100.0%],43.8423213,126.613131,subcritical,Asia,https://www.gem.wiki/Jilin_Dongfang_power_station,Jilin
L100000101104,G100000105173,China,Unit 1,Jilin Dongguan power station,亿斯特能源公司,吉林市东关热电厂,50.0,operating,2003,,exact,Jilin Dongguan Thermoelectricity Plant [100%],Jilin Hongze Investment Co Ltd [100.0%],43.85622,126.585371,subcritical,Asia,https://www.gem.wiki/Jilin_Dongguan_power_station,Jilin
L100000101105,G100000105176,China,Unit 3,Jilin Ethanol power station,动力二厂,中石油吉林乙烯发电厂,31.0,operating,2003,,exact,Jilin Jihua Group Co [100%],China National Petroleum Corp [100.0%],43.940809,126.537614,subcritical,Asia,https://www.gem.wiki/Jilin_Ethanol_power_station,Jilin
L100000101093,G100000112145,China,Phase II Unit 3,Jilin Jiangnan power station,,国电吉林江南热电厂,330.0,cancelled,,,exact,Guoneng Jilin Jiangnan Thermal Power Co Ltd [100%],China Energy Investment Corp [100.0%],43.793557,126.5896225,supercritical,Asia,https://www.gem.wiki/Jilin_Jiangnan_power_station,Jilin
L100000101093,G100000112146,China,Phase II Unit 4,Jilin Jiangnan power station,,国电吉林江南热电厂,330.0,cancelled,,,exact,Guoneng Jilin Jiangnan Thermal Power Co Ltd [100%],China Energy Investment Corp [100.0%],43.793557,126.5896225,supercritical,Asia,https://www.gem.wiki/Jilin_Jiangnan_power_station,Jilin
L100000101093,G100000112143,China,Phase I Unit 1,Jilin Jiangnan power station,,国电吉林江南热电厂,330.0,operating,2010,,exact,Guoneng Jilin Jiangnan Thermal Power Co Ltd [100%],China Energy Investment Corp [100.0%],43.793557,126.5896225,subcritical,Asia,https://www.gem.wiki/Jilin_Jiangnan_power_station,Jilin
L100000101093,G100000112144,China,Phase I Unit 2,Jilin Jiangnan power station,,国电吉林江南热电厂,330.0,operating,2011,,exact,Guoneng Jilin Jiangnan Thermal Power Co Ltd [100%],China Energy Investment Corp [100.0%],43.793557,126.5896225,subcritical,Asia,https://www.gem.wiki/Jilin_Jiangnan_power_station,Jilin
L100000101106,G100000113515,China,Unit 1,Jilin Qifeng Chemical Fiber captive power station,,吉林奇峰化纤自备厂,40.0,cancelled,,,exact,Jilin Qifeng Chemical FIBER Co Ltd [100%],Jilin Fiber [46.7%]; Jilin City State-Owned Capital Development Holding Group Co Ltd [28.8%]; Jilin Chemical Fibre Co Ltd [21.6%]; unknown [2.9%],43.982165,126.478627,subcritical,Asia,https://www.gem.wiki/Jilin_Qifeng_Chemical_Fiber_captive_power_station,Jilin
L100000101107,G100000113517,China,Unit 7,Jilin Yuanyuan Cogen power station,"吉林市西关热电厂 (Unit 8, Unit 9)",吉林市源源热电,30.0,operating,2017,,exact,Jilin Yuanyuan Thermal Power Co Ltd [100%],Neimenggu YuanYuan Energy Group Co Ltd [100.0%],43.807052,126.47887,subcritical,Asia,https://www.gem.wiki/Jilin_Yuanyuan_Cogen_power_station,Jilin
L100000101107,G100000114850,China,Unit 8,Jilin Yuanyuan Cogen power station,"吉林市西关热电厂 (Unit 8, Unit 9)",吉林市源源热电,80.0,shelved,,,exact,Jilin Yuanyuan Thermal Power Co Ltd [100%],Neimenggu YuanYuan Energy Group Co Ltd [100.0%],43.807052,126.47887,subcritical,Asia,https://www.gem.wiki/Jilin_Yuanyuan_Cogen_power_station,Jilin
L100000101107,G100000114851,China,Unit 9,Jilin Yuanyuan Cogen power station,"吉林市西关热电厂 (Unit 8, Unit 9)",吉林市源源热电,80.0,shelved,,,exact,Jilin Yuanyuan Thermal Power Co Ltd [100%],Neimenggu YuanYuan Energy Group Co Ltd [100.0%],43.807052,126.47887,subcritical,Asia,https://www.gem.wiki/Jilin_Yuanyuan_Cogen_power_station,Jilin
